replicate,pop,gen,prefS,Fis,selModel
3,STM,16,0.2,NaN,hetIncompLocusPref
3,STH,16,0.2,-0.0652,hetIncompLocusPref
3,STL,17,0.2,-0.0103,hetIncompLocusPref
3,STM,17,0.2,NaN,hetIncompLocusPref
3,STH,17,0.2,-0.0426,hetIncompLocusPref
3,STL,18,0.2,0,hetIncompLocusPref
3,STM,18,0.2,NaN,hetIncompLocusPref
3,STH,18,0.2,-0.0769,hetIncompLocusPref
3,STL,19,0.2,0,hetIncompLocusPref
3,STM,19,0.2,NaN,hetIncompLocusPref
3,STH,19,0.2,-0.1529,hetIncompLocusPref
3,STL,20,0.2,NaN,hetIncompLocusPref
3,STM,20,0.2,NaN,hetIncompLocusPref
3,STH,20,0.2,-0.0889,hetIncompLocusPref
4,STL,1,0.2,-1,hetIncompLocusPref
4,STM,1,0.2,-1,hetIncompLocusPref
4,STH,1,0.2,-1,hetIncompLocusPref
4,STL,2,0.2,-0.6059,hetIncompLocusPref
4,STM,2,0.2,-0.4425,hetIncompLocusPref
4,STH,2,0.2,-0.4633,hetIncompLocusPref
4,STL,3,0.2,-0.4203,hetIncompLocusPref
4,STM,3,0.2,-0.2804,hetIncompLocusPref
4,STH,3,0.2,-0.4627,hetIncompLocusPref
4,STL,4,0.2,-0.3611,hetIncompLocusPref
4,STM,4,0.2,-0.2564,hetIncompLocusPref
4,STH,4,0.2,-0.11,hetIncompLocusPref
4,STL,5,0.2,-0.2727,hetIncompLocusPref
4,STM,5,0.2,-0.1667,hetIncompLocusPref
4,STH,5,0.2,-0.0628,hetIncompLocusPref
4,STL,6,0.2,-0.1136,hetIncompLocusPref
4,STM,6,0.2,-0.1807,hetIncompLocusPref
4,STH,6,0.2,-0.3243,hetIncompLocusPref
4,STL,7,0.2,-0.1264,hetIncompLocusPref
4,STM,7,0.2,-0.1354,hetIncompLocusPref
4,STH,7,0.2,-0.1354,hetIncompLocusPref
4,STL,8,0.2,-0.1264,hetIncompLocusPref
4,STM,8,0.2,-0.2405,hetIncompLocusPref
4,STH,8,0.2,-0.1557,hetIncompLocusPref
4,STL,9,0.2,-0.1529,hetIncompLocusPref
4,STM,9,0.2,-0.1529,hetIncompLocusPref
4,STH,9,0.2,-0.2564,hetIncompLocusPref
4,STL,10,0.2,-0.0769,hetIncompLocusPref
4,STM,10,0.2,-0.1807,hetIncompLocusPref
4,STH,10,0.2,-0.1529,hetIncompLocusPref
4,STL,11,0.2,-0.0769,hetIncompLocusPref
4,STM,11,0.2,-0.0095,hetIncompLocusPref
4,STH,11,0.2,-0.1264,hetIncompLocusPref
4,STL,12,0.2,-0.0426,hetIncompLocusPref
4,STM,12,0.2,-0.1264,hetIncompLocusPref
4,STH,12,0.2,-0.1011,hetIncompLocusPref
4,STL,13,0.2,-0.0538,hetIncompLocusPref
4,STM,13,0.2,-0.2099,hetIncompLocusPref
4,STH,13,0.2,-0.0652,hetIncompLocusPref
4,STL,14,0.2,-0.0538,hetIncompLocusPref
4,STM,14,0.2,-0.1951,hetIncompLocusPref
4,STH,14,0.2,-0.0538,hetIncompLocusPref
4,STL,15,0.2,-0.0889,hetIncompLocusPref
4,STM,15,0.2,-0.1667,hetIncompLocusPref
4,STH,15,0.2,-0.1011,hetIncompLocusPref
4,STL,16,0.2,-0.0538,hetIncompLocusPref
4,STM,16,0.2,-0.1264,hetIncompLocusPref
4,STH,16,0.2,-0.0769,hetIncompLocusPref
4,STL,17,0.2,-0.1136,hetIncompLocusPref
4,STM,17,0.2,-0.1529,hetIncompLocusPref
4,STH,17,0.2,-0.0889,hetIncompLocusPref
4,STL,18,0.2,-0.0652,hetIncompLocusPref
4,STM,18,0.2,-0.1264,hetIncompLocusPref
4,STH,18,0.2,-0.0769,hetIncompLocusPref
4,STL,19,0.2,-0.0208,hetIncompLocusPref
4,STM,19,0.2,-0.0889,hetIncompLocusPref
4,STH,19,0.2,-0.0652,hetIncompLocusPref
4,STL,20,0.2,-0.0316,hetIncompLocusPref
4,STM,20,0.2,-0.0769,hetIncompLocusPref
4,STH,20,0.2,-0.0652,hetIncompLocusPref
5,STL,1,0.2,-1,hetIncompLocusPref
5,STM,1,0.2,-1,hetIncompLocusPref
5,STH,1,0.2,-1,hetIncompLocusPref
5,STL,2,0.2,-0.3425,hetIncompLocusPref
5,STM,2,0.2,-0.5556,hetIncompLocusPref
5,STH,2,0.2,-0.37,hetIncompLocusPref
5,STL,3,0.2,-0.176,hetIncompLocusPref
5,STM,3,0.2,-0.4627,hetIncompLocusPref
5,STH,3,0.2,-0.3243,hetIncompLocusPref
5,STL,4,0.2,-0.1951,hetIncompLocusPref
5,STM,4,0.2,-0.3067,hetIncompLocusPref
5,STH,4,0.2,-0.259,hetIncompLocusPref
5,STL,5,0.2,-0.2099,hetIncompLocusPref
5,STM,5,0.2,-0.1529,hetIncompLocusPref
5,STH,5,0.2,-0.3067,hetIncompLocusPref
5,STL,6,0.2,-0.3425,hetIncompLocusPref
5,STM,6,0.2,-0.1264,hetIncompLocusPref
5,STH,6,0.2,-0.074,hetIncompLocusPref
5,STL,7,0.2,-0.2895,hetIncompLocusPref
5,STM,7,0.2,-0.0538,hetIncompLocusPref
5,STH,7,0.2,-0.1011,hetIncompLocusPref
5,STL,8,0.2,-0.2405,hetIncompLocusPref
5,STM,8,0.2,-0.0316,hetIncompLocusPref
5,STH,8,0.2,-0.1807,hetIncompLocusPref
5,STL,9,0.2,-0.2405,hetIncompLocusPref
5,STM,9,0.2,-0.0208,hetIncompLocusPref
5,STH,9,0.2,-0.1136,hetIncompLocusPref
5,STL,10,0.2,-0.2895,hetIncompLocusPref
5,STM,10,0.2,-0.0538,hetIncompLocusPref
5,STH,10,0.2,-0.1529,hetIncompLocusPref
5,STL,11,0.2,-0.0554,hetIncompLocusPref
5,STM,11,0.2,-0.1136,hetIncompLocusPref
5,STH,11,0.2,-0.1951,hetIncompLocusPref
5,STL,12,0.2,-0.176,hetIncompLocusPref
5,STM,12,0.2,-0.1529,hetIncompLocusPref
