replicate,pop,gen,prefS,H0,selModel
2,STL,18,0.6,0.46,disIncompLocusPref
2,STM,18,0.6,0.56,disIncompLocusPref
2,STH,18,0.6,0.54,disIncompLocusPref
2,STL,19,0.6,0.5,disIncompLocusPref
2,STM,19,0.6,0.4,disIncompLocusPref
2,STH,19,0.6,0.46,disIncompLocusPref
2,STL,20,0.6,0.48,disIncompLocusPref
2,STM,20,0.6,0.4,disIncompLocusPref
2,STH,20,0.6,0.34,disIncompLocusPref
3,STL,1,0.6,1,disIncompLocusPref
3,STM,1,0.6,1,disIncompLocusPref
3,STH,1,0.6,1,disIncompLocusPref
3,STL,2,0.6,0.66,disIncompLocusPref
3,STM,2,0.6,0.7,disIncompLocusPref
3,STH,2,0.6,0.58,disIncompLocusPref
3,STL,3,0.6,0.64,disIncompLocusPref
3,STM,3,0.6,0.54,disIncompLocusPref
3,STH,3,0.6,0.46,disIncompLocusPref
3,STL,4,0.6,0.48,disIncompLocusPref
3,STM,4,0.6,0.52,disIncompLocusPref
3,STH,4,0.6,0.36,disIncompLocusPref
3,STL,5,0.6,0.38,disIncompLocusPref
3,STM,5,0.6,0.52,disIncompLocusPref
3,STH,5,0.6,0.62,disIncompLocusPref
3,STL,6,0.6,0.28,disIncompLocusPref
3,STM,6,0.6,0.52,disIncompLocusPref
3,STH,6,0.6,0.5,disIncompLocusPref
3,STL,7,0.6,0.32,disIncompLocusPref
3,STM,7,0.6,0.44,disIncompLocusPref
3,STH,7,0.6,0.52,disIncompLocusPref
3,STL,8,0.6,0.32,disIncompLocusPref
3,STM,8,0.6,0.44,disIncompLocusPref
3,STH,8,0.6,0.56,disIncompLocusPref
3,STL,9,0.6,0.5,disIncompLocusPref
3,STM,9,0.6,0.28,disIncompLocusPref
3,STH,9,0.6,0.46,disIncompLocusPref
3,STL,10,0.6,0.28,disIncompLocusPref
3,STM,10,0.6,0.34,disIncompLocusPref
3,STH,10,0.6,0.38,disIncompLocusPref
3,STL,11,0.6,0.34,disIncompLocusPref
3,STM,11,0.6,0.32,disIncompLocusPref
3,STH,11,0.6,0.4,disIncompLocusPref
3,STL,12,0.6,0.3,disIncompLocusPref
3,STM,12,0.6,0.32,disIncompLocusPref
3,STH,12,0.6,0.28,disIncompLocusPref
3,STL,13,0.6,0.32,disIncompLocusPref
3,STM,13,0.6,0.46,disIncompLocusPref
3,STH,13,0.6,0.28,disIncompLocusPref
3,STL,14,0.6,0.34,disIncompLocusPref
3,STM,14,0.6,0.44,disIncompLocusPref
3,STH,14,0.6,0.3,disIncompLocusPref
3,STL,15,0.6,0.32,disIncompLocusPref
3,STM,15,0.6,0.5,disIncompLocusPref
3,STH,15,0.6,0.28,disIncompLocusPref
3,STL,16,0.6,0.36,disIncompLocusPref
3,STM,16,0.6,0.42,disIncompLocusPref
3,STH,16,0.6,0.26,disIncompLocusPref
3,STL,17,0.6,0.5,disIncompLocusPref
3,STM,17,0.6,0.52,disIncompLocusPref
3,STH,17,0.6,0.14,disIncompLocusPref
3,STL,18,0.6,0.4,disIncompLocusPref
3,STM,18,0.6,0.44,disIncompLocusPref
3,STH,18,0.6,0.26,disIncompLocusPref
3,STL,19,0.6,0.28,disIncompLocusPref
3,STM,19,0.6,0.32,disIncompLocusPref
3,STH,19,0.6,0.38,disIncompLocusPref
3,STL,20,0.6,0.26,disIncompLocusPref
3,STM,20,0.6,0.42,disIncompLocusPref
3,STH,20,0.6,0.38,disIncompLocusPref
4,STL,1,0.6,1,disIncompLocusPref
4,STM,1,0.6,1,disIncompLocusPref
4,STH,1,0.6,1,disIncompLocusPref
4,STL,2,0.6,0.74,disIncompLocusPref
4,STM,2,0.6,0.66,disIncompLocusPref
4,STH,2,0.6,0.6,disIncompLocusPref
4,STL,3,0.6,0.5,disIncompLocusPref
4,STM,3,0.6,0.5,disIncompLocusPref
4,STH,3,0.6,0.52,disIncompLocusPref
4,STL,4,0.6,0.46,disIncompLocusPref
4,STM,4,0.6,0.46,disIncompLocusPref
4,STH,4,0.6,0.42,disIncompLocusPref
4,STL,5,0.6,0.54,disIncompLocusPref
4,STM,5,0.6,0.4,disIncompLocusPref
4,STH,5,0.6,0.4,disIncompLocusPref
4,STL,6,0.6,0.46,disIncompLocusPref
4,STM,6,0.6,0.52,disIncompLocusPref
4,STH,6,0.6,0.26,disIncompLocusPref
4,STL,7,0.6,0.48,disIncompLocusPref
4,STM,7,0.6,0.46,disIncompLocusPref
4,STH,7,0.6,0.28,disIncompLocusPref
4,STL,8,0.6,0.66,disIncompLocusPref
4,STM,8,0.6,0.3,disIncompLocusPref
4,STH,8,0.6,0.3,disIncompLocusPref
4,STL,9,0.6,0.54,disIncompLocusPref
4,STM,9,0.6,0.4,disIncompLocusPref
4,STH,9,0.6,0.36,disIncompLocusPref
4,STL,10,0.6,0.54,disIncompLocusPref
4,STM,10,0.6,0.36,disIncompLocusPref
4,STH,10,0.6,0.38,disIncompLocusPref
4,STL,11,0.6,0.4,disIncompLocusPref
4,STM,11,0.6,0.34,disIncompLocusPref
4,STH,11,0.6,0.42,disIncompLocusPref
4,STL,12,0.6,0.42,disIncompLocusPref
4,STM,12,0.6,0.3,disIncompLocusPref
4,STH,12,0.6,0.4,disIncompLocusPref
4,STL,13,0.6,0.34,disIncompLocusPref
4,STM,13,0.6,0.34,disIncompLocusPref
4,STH,13,0.6,0.36,disIncompLocusPref
4,STL,14,0.6,0.38,disIncompLocusPref
4,STM,14,0.6,0.46,disIncompLocusPref
4,STH,14,0.6,0.44,disIncompLocusPref
4,STL,15,0.6,0.44,disIncompLocusPref
4,STM,15,0.6,0.48,disIncompLocusPref
4,STH,15,0.6,0.34,disIncompLocusPref
4,STL,16,0.6,0.36,disIncompLocusPref
4,STM,16,0.6,0.42,disIncompLocusPref
4,STH,16,0.6,0.44,disIncompLocusPref
4,STL,17,0.6,0.48,disIncompLocusPref
4,STM,17,0.6,0.38,disIncompLocusPref
4,STH,17,0.6,0.54,disIncompLocusPref
4,STL,18,0.6,0.5,disIncompLocusPref
4,STM,18,0.6,0.42,disIncompLocusPref
4,STH,18,0.6,0.54,disIncompLocusPref
4,STL,19,0.6,0.46,disIncompLocusPref
4,STM,19,0.6,0.4,disIncompLocusPref
4,STH,19,0.6,0.58,disIncompLocusPref
4,STL,20,0.6,0.28,disIncompLocusPref
4,STM,20,0.6,0.48,disIncompLocusPref
4,STH,20,0.6,0.46,disIncompLocusPref
5,STL,1,0.6,1,disIncompLocusPref
5,STM,1,0.6,1,disIncompLocusPref
5,STH,1,0.6,1,disIncompLocusPref
5,STL,2,0.6,0.66,disIncompLocusPref
5,STM,2,0.6,0.7,disIncompLocusPref
5,STH,2,0.6,0.58,disIncompLocusPref
5,STL,3,0.6,0.66,disIncompLocusPref
5,STM,3,0.6,0.34,disIncompLocusPref
5,STH,3,0.6,0.58,disIncompLocusPref
5,STL,4,0.6,0.56,disIncompLocusPref
5,STM,4,0.6,0.58,disIncompLocusPref
5,STH,4,0.6,0.5,disIncompLocusPref
5,STL,5,0.6,0.4,disIncompLocusPref
5,STM,5,0.6,0.54,disIncompLocusPref
5,STH,5,0.6,0.4,disIncompLocusPref
5,STL,6,0.6,0.46,disIncompLocusPref
5,STM,6,0.6,0.48,disIncompLocusPref
5,STH,6,0.6,0.16,disIncompLocusPref
5,STL,7,0.6,0.3,disIncompLocusPref
5,STM,7,0.6,0.36,disIncompLocusPref
5,STH,7,0.6,0.18,disIncompLocusPref
5,STL,8,0.6,0.26,disIncompLocusPref
5,STM,8,0.6,0.38,disIncompLocusPref
5,STH,8,0.6,0.18,disIncompLocusPref
5,STL,9,0.6,0.34,disIncompLocusPref
5,STM,9,0.6,0.3,disIncompLocusPref
5,STH,9,0.6,0.1,disIncompLocusPref
5,STL,10,0.6,0.32,disIncompLocusPref
5,STM,10,0.6,0.26,disIncompLocusPref
5,STH,10,0.6,0.06,disIncompLocusPref
5,STL,11,0.6,0.44,disIncompLocusPref
5,STM,11,0.6,0.26,disIncompLocusPref
5,STH,11,0.6,0.04,disIncompLocusPref
5,STL,12,0.6,0.34,disIncompLocusPref
5,STM,12,0.6,0.24,disIncompLocusPref
5,STH,12,0.6,0.04,disIncompLocusPref
5,STL,13,0.6,0.5,disIncompLocusPref
5,STM,13,0.6,0.28,disIncompLocusPref
