replicate,pop,gen,prefS,H0,selModel
7,STH,4,0.2,0.38,hetAltLocusPref
7,STL,5,0.2,0.34,hetAltLocusPref
7,STM,5,0.2,0.26,hetAltLocusPref
7,STH,5,0.2,0.32,hetAltLocusPref
7,STL,6,0.2,0.28,hetAltLocusPref
7,STM,6,0.2,0.26,hetAltLocusPref
7,STH,6,0.2,0.38,hetAltLocusPref
7,STL,7,0.2,0.22,hetAltLocusPref
7,STM,7,0.2,0.26,hetAltLocusPref
7,STH,7,0.2,0.32,hetAltLocusPref
7,STL,8,0.2,0.28,hetAltLocusPref
7,STM,8,0.2,0.22,hetAltLocusPref
7,STH,8,0.2,0.26,hetAltLocusPref
7,STL,9,0.2,0.24,hetAltLocusPref
7,STM,9,0.2,0.26,hetAltLocusPref
7,STH,9,0.2,0.26,hetAltLocusPref
7,STL,10,0.2,0.08,hetAltLocusPref
7,STM,10,0.2,0.32,hetAltLocusPref
7,STH,10,0.2,0.34,hetAltLocusPref
7,STL,11,0.2,0.24,hetAltLocusPref
7,STM,11,0.2,0.24,hetAltLocusPref
7,STH,11,0.2,0.32,hetAltLocusPref
7,STL,12,0.2,0.26,hetAltLocusPref
7,STM,12,0.2,0.34,hetAltLocusPref
7,STH,12,0.2,0.3,hetAltLocusPref
7,STL,13,0.2,0.16,hetAltLocusPref
7,STM,13,0.2,0.28,hetAltLocusPref
7,STH,13,0.2,0.2,hetAltLocusPref
7,STL,14,0.2,0.18,hetAltLocusPref
7,STM,14,0.2,0.18,hetAltLocusPref
7,STH,14,0.2,0.14,hetAltLocusPref
7,STL,15,0.2,0.24,hetAltLocusPref
7,STM,15,0.2,0.2,hetAltLocusPref
7,STH,15,0.2,0.12,hetAltLocusPref
7,STL,16,0.2,0.24,hetAltLocusPref
7,STM,16,0.2,0.2,hetAltLocusPref
7,STH,16,0.2,0.1,hetAltLocusPref
7,STL,17,0.2,0.28,hetAltLocusPref
7,STM,17,0.2,0.22,hetAltLocusPref
7,STH,17,0.2,0.16,hetAltLocusPref
7,STL,18,0.2,0.3,hetAltLocusPref
7,STM,18,0.2,0.28,hetAltLocusPref
7,STH,18,0.2,0.08,hetAltLocusPref
7,STL,19,0.2,0.28,hetAltLocusPref
7,STM,19,0.2,0.36,hetAltLocusPref
7,STH,19,0.2,0.14,hetAltLocusPref
7,STL,20,0.2,0.3,hetAltLocusPref
7,STM,20,0.2,0.26,hetAltLocusPref
7,STH,20,0.2,0.2,hetAltLocusPref
8,STL,1,0.2,1,hetAltLocusPref
8,STM,1,0.2,1,hetAltLocusPref
8,STH,1,0.2,1,hetAltLocusPref
8,STL,2,0.2,0.54,hetAltLocusPref
8,STM,2,0.2,0.6,hetAltLocusPref
8,STH,2,0.2,0.68,hetAltLocusPref
8,STL,3,0.2,0.56,hetAltLocusPref
8,STM,3,0.2,0.5,hetAltLocusPref
8,STH,3,0.2,0.54,hetAltLocusPref
8,STL,4,0.2,0.4,hetAltLocusPref
8,STM,4,0.2,0.44,hetAltLocusPref
8,STH,4,0.2,0.46,hetAltLocusPref
8,STL,5,0.2,0.32,hetAltLocusPref
8,STM,5,0.2,0.28,hetAltLocusPref
8,STH,5,0.2,0.44,hetAltLocusPref
8,STL,6,0.2,0.2,hetAltLocusPref
