replicate,pop,gen,disS,Fis,selModel
7,STH,10,0.6,-0.3067,incompHetPrefSel
7,STL,11,0.6,-0.1557,incompHetPrefSel
7,STM,11,0.6,-0.2171,incompHetPrefSel
7,STH,11,0.6,-0.2285,incompHetPrefSel
7,STL,12,0.6,-0.2804,incompHetPrefSel
7,STM,12,0.6,-0.2564,incompHetPrefSel
7,STH,12,0.6,-0.3243,incompHetPrefSel
7,STL,13,0.6,-0.1964,incompHetPrefSel
7,STM,13,0.6,-0.225,incompHetPrefSel
7,STH,13,0.6,-0.1335,incompHetPrefSel
7,STL,14,0.6,-0.3425,incompHetPrefSel
7,STM,14,0.6,-0.1667,incompHetPrefSel
7,STH,14,0.6,-0.2171,incompHetPrefSel
7,STL,15,0.6,-0.2895,incompHetPrefSel
7,STM,15,0.6,0.0375,incompHetPrefSel
7,STH,15,0.6,-0.3803,incompHetPrefSel
7,STL,16,0.6,-0.11,incompHetPrefSel
7,STM,16,0.6,-0.1807,incompHetPrefSel
7,STH,16,0.6,-0.3243,incompHetPrefSel
7,STL,17,0.6,-0.3243,incompHetPrefSel
7,STM,17,0.6,-0.1951,incompHetPrefSel
7,STH,17,0.6,-0.115,incompHetPrefSel
7,STL,18,0.6,-0.2895,incompHetPrefSel
7,STM,18,0.6,-0.2727,incompHetPrefSel
7,STH,18,0.6,-0.2405,incompHetPrefSel
7,STL,19,0.6,-0.1807,incompHetPrefSel
7,STM,19,0.6,-0.1951,incompHetPrefSel
7,STH,19,0.6,-0.2564,incompHetPrefSel
7,STL,20,0.6,-0.0389,incompHetPrefSel
7,STM,20,0.6,-0.225,incompHetPrefSel
7,STH,20,0.6,-0.3067,incompHetPrefSel
8,STL,1,0.6,-1,incompHetPrefSel
8,STM,1,0.6,-1,incompHetPrefSel
8,STH,1,0.6,-1,incompHetPrefSel
8,STL,2,0.6,-0.3469,incompHetPrefSel
8,STM,2,0.6,-0.3279,incompHetPrefSel
8,STH,2,0.6,-0.5806,incompHetPrefSel
8,STL,3,0.6,-0.4627,incompHetPrefSel
8,STM,3,0.6,-0.4425,incompHetPrefSel
8,STH,3,0.6,-0.2895,incompHetPrefSel
8,STL,4,0.6,-0.4,incompHetPrefSel
8,STM,4,0.6,-0.3611,incompHetPrefSel
8,STH,4,0.6,-0.2564,incompHetPrefSel
8,STL,5,0.6,-0.4203,incompHetPrefSel
8,STM,5,0.6,-0.3611,incompHetPrefSel
8,STH,5,0.6,-0.3022,incompHetPrefSel
8,STL,6,0.6,-0.3067,incompHetPrefSel
8,STM,6,0.6,-0.4,incompHetPrefSel
8,STH,6,0.6,-0.3243,incompHetPrefSel
8,STL,7,0.6,-0.3243,incompHetPrefSel
8,STM,7,0.6,-0.11,incompHetPrefSel
8,STH,7,0.6,-0.2564,incompHetPrefSel
8,STL,8,0.6,-0.4,incompHetPrefSel
