replicate,pop,gen,odomS,Fis,selModel
1,STL,1,0.4,-1,incompODomSexDistSel
1,STM,1,0.4,-1,incompODomSexDistSel
1,STH,1,0.4,-1,incompODomSexDistSel
1,STL,2,0.4,-0.4388,incompODomSexDistSel
1,STM,2,0.4,-0.3243,incompODomSexDistSel
1,STH,2,0.4,-0.6059,incompODomSexDistSel
1,STL,3,0.4,-0.5077,incompODomSexDistSel
1,STM,3,0.4,-0.5077,incompODomSexDistSel
1,STH,3,0.4,-0.4,incompODomSexDistSel
1,STL,4,0.4,-0.3022,incompODomSexDistSel
1,STM,4,0.4,-0.3936,incompODomSexDistSel
1,STH,4,0.4,-0.4073,incompODomSexDistSel
1,STL,5,0.4,-0.4177,incompODomSexDistSel
1,STM,5,0.4,-0.6066,incompODomSexDistSel
1,STH,5,0.4,-0.3803,incompODomSexDistSel
1,STL,6,0.4,-0.37,incompODomSexDistSel
1,STM,6,0.4,-0.3538,incompODomSexDistSel
1,STH,6,0.4,-0.5077,incompODomSexDistSel
1,STL,7,0.4,-0.4425,incompODomSexDistSel
1,STM,7,0.4,-0.3243,incompODomSexDistSel
1,STH,7,0.4,-0.2804,incompODomSexDistSel
1,STL,8,0.4,-0.4412,incompODomSexDistSel
1,STM,8,0.4,-0.3243,incompODomSexDistSel
1,STH,8,0.4,-0.2804,incompODomSexDistSel
1,STL,9,0.4,-0.0865,incompODomSexDistSel
1,STM,9,0.4,-0.4412,incompODomSexDistSel
1,STH,9,0.4,-0.3022,incompODomSexDistSel
1,STL,10,0.4,-0.3067,incompODomSexDistSel
1,STM,10,0.4,-0.4848,incompODomSexDistSel
1,STH,10,0.4,-0.4412,incompODomSexDistSel
1,STL,11,0.4,-0.2804,incompODomSexDistSel
1,STM,11,0.4,-0.4,incompODomSexDistSel
1,STH,11,0.4,-0.4412,incompODomSexDistSel
1,STL,12,0.4,-0.3936,incompODomSexDistSel
1,STM,12,0.4,-0.3425,incompODomSexDistSel
1,STH,12,0.4,-0.3425,incompODomSexDistSel
1,STL,13,0.4,-0.1335,incompODomSexDistSel
1,STM,13,0.4,-0.2379,incompODomSexDistSel
1,STH,13,0.4,-0.3803,incompODomSexDistSel
1,STL,14,0.4,-0.225,incompODomSexDistSel
1,STM,14,0.4,-0.4203,incompODomSexDistSel
1,STH,14,0.4,-0.3067,incompODomSexDistSel
1,STL,15,0.4,-0.2727,incompODomSexDistSel
1,STM,15,0.4,-0.5312,incompODomSexDistSel
1,STH,15,0.4,-0.4073,incompODomSexDistSel
1,STL,16,0.4,-0.3243,incompODomSexDistSel
1,STM,16,0.4,-0.37,incompODomSexDistSel
1,STH,16,0.4,-0.4627,incompODomSexDistSel
1,STL,17,0.4,-0.2895,incompODomSexDistSel
1,STM,17,0.4,-0.3494,incompODomSexDistSel
1,STH,17,0.4,-0.4412,incompODomSexDistSel
1,STL,18,0.4,-0.115,incompODomSexDistSel
1,STM,18,0.4,-0.4203,incompODomSexDistSel
1,STH,18,0.4,-0.2379,incompODomSexDistSel
1,STL,19,0.4,-0.3425,incompODomSexDistSel
1,STM,19,0.4,-0.3425,incompODomSexDistSel
1,STH,19,0.4,-0.3067,incompODomSexDistSel
1,STL,20,0.4,-0.3469,incompODomSexDistSel
1,STM,20,0.4,-0.3243,incompODomSexDistSel
1,STH,20,0.4,-0.3425,incompODomSexDistSel
2,STL,1,0.4,-1,incompODomSexDistSel
2,STM,1,0.4,-1,incompODomSexDistSel
2,STH,1,0.4,-1,incompODomSexDistSel
2,STL,2,0.4,-0.6059,incompODomSexDistSel
2,STM,2,0.4,-0.5021,incompODomSexDistSel
2,STH,2,0.4,-0.4083,incompODomSexDistSel
2,STL,3,0.4,-0.661,incompODomSexDistSel
2,STM,3,0.4,-0.6059,incompODomSexDistSel
2,STH,3,0.4,-0.4177,incompODomSexDistSel
2,STL,4,0.4,-0.3022,incompODomSexDistSel
2,STM,4,0.4,-0.5207,incompODomSexDistSel
2,STH,4,0.4,-0.2285,incompODomSexDistSel
2,STL,5,0.4,-0.4627,incompODomSexDistSel
2,STM,5,0.4,-0.4848,incompODomSexDistSel
2,STH,5,0.4,-0.3425,incompODomSexDistSel
2,STL,6,0.4,-0.4627,incompODomSexDistSel
2,STM,6,0.4,-0.4848,incompODomSexDistSel
2,STH,6,0.4,-0.2727,incompODomSexDistSel
2,STL,7,0.4,-0.3803,incompODomSexDistSel
2,STM,7,0.4,-0.4412,incompODomSexDistSel
2,STH,7,0.4,-0.2895,incompODomSexDistSel
2,STL,8,0.4,-0.5312,incompODomSexDistSel
2,STM,8,0.4,-0.3425,incompODomSexDistSel
2,STH,8,0.4,-0.2727,incompODomSexDistSel
2,STL,9,0.4,-0.4627,incompODomSexDistSel
2,STM,9,0.4,-0.3611,incompODomSexDistSel
2,STH,9,0.4,-0.3936,incompODomSexDistSel
2,STL,10,0.4,-0.37,incompODomSexDistSel
2,STM,10,0.4,-0.3803,incompODomSexDistSel
2,STH,10,0.4,-0.4177,incompODomSexDistSel
2,STL,11,0.4,-0.3425,incompODomSexDistSel
2,STM,11,0.4,-0.3243,incompODomSexDistSel
2,STH,11,0.4,-0.4177,incompODomSexDistSel
2,STL,12,0.4,-0.3803,incompODomSexDistSel
2,STM,12,0.4,-0.3243,incompODomSexDistSel
2,STH,12,0.4,-0.4177,incompODomSexDistSel
2,STL,13,0.4,-0.4627,incompODomSexDistSel
2,STM,13,0.4,-0.3243,incompODomSexDistSel
2,STH,13,0.4,-0.3022,incompODomSexDistSel
2,STL,14,0.4,-0.1807,incompODomSexDistSel
2,STM,14,0.4,-0.3067,incompODomSexDistSel
2,STH,14,0.4,-0.2654,incompODomSexDistSel
2,STL,15,0.4,-0.4,incompODomSexDistSel
2,STM,15,0.4,-0.2564,incompODomSexDistSel
2,STH,15,0.4,-0.2804,incompODomSexDistSel
2,STL,16,0.4,-0.1807,incompODomSexDistSel
2,STM,16,0.4,-0.3425,incompODomSexDistSel
2,STH,16,0.4,-0.4848,incompODomSexDistSel
2,STL,17,0.4,-0.4177,incompODomSexDistSel
2,STM,17,0.4,-0.3243,incompODomSexDistSel
2,STH,17,0.4,-0.4425,incompODomSexDistSel
2,STL,18,0.4,-0.4627,incompODomSexDistSel
2,STM,18,0.4,-0.3025,incompODomSexDistSel
2,STH,18,0.4,-0.4203,incompODomSexDistSel
2,STL,19,0.4,-0.3803,incompODomSexDistSel
2,STM,19,0.4,-0.1568,incompODomSexDistSel
2,STH,19,0.4,-0.3025,incompODomSexDistSel
2,STL,20,0.4,-0.4627,incompODomSexDistSel
2,STM,20,0.4,-0.4412,incompODomSexDistSel
2,STH,20,0.4,-0.3243,incompODomSexDistSel
3,STL,1,0.4,-1,incompODomSexDistSel
3,STM,1,0.4,-1,incompODomSexDistSel
3,STH,1,0.4,-1,incompODomSexDistSel
3,STL,2,0.4,-0.6066,incompODomSexDistSel
3,STM,2,0.4,-0.5077,incompODomSexDistSel
3,STH,2,0.4,-0.37,incompODomSexDistSel
3,STL,3,0.4,-0.4203,incompODomSexDistSel
3,STM,3,0.4,-0.3243,incompODomSexDistSel
3,STH,3,0.4,-0.3803,incompODomSexDistSel
3,STL,4,0.4,-0.3469,incompODomSexDistSel
3,STM,4,0.4,-0.3425,incompODomSexDistSel
3,STH,4,0.4,-0.4203,incompODomSexDistSel
3,STL,5,0.4,-0.5077,incompODomSexDistSel
3,STM,5,0.4,-0.3243,incompODomSexDistSel
3,STH,5,0.4,-0.3425,incompODomSexDistSel
3,STL,6,0.4,-0.3469,incompODomSexDistSel
3,STM,6,0.4,-0.2285,incompODomSexDistSel
3,STH,6,0.4,-0.3243,incompODomSexDistSel
3,STL,7,0.4,-0.3469,incompODomSexDistSel
3,STM,7,0.4,-0.4203,incompODomSexDistSel
3,STH,7,0.4,-0.661,incompODomSexDistSel
3,STL,8,0.4,-0.5312,incompODomSexDistSel
3,STM,8,0.4,-0.3243,incompODomSexDistSel
3,STH,8,0.4,-0.4425,incompODomSexDistSel
3,STL,9,0.4,-0.5482,incompODomSexDistSel
3,STM,9,0.4,-0.3611,incompODomSexDistSel
3,STH,9,0.4,-0.3279,incompODomSexDistSel
3,STL,10,0.4,-0.5482,incompODomSexDistSel
3,STM,10,0.4,-0.3243,incompODomSexDistSel
3,STH,10,0.4,-0.4627,incompODomSexDistSel
3,STL,11,0.4,-0.4425,incompODomSexDistSel
3,STM,11,0.4,-0.4627,incompODomSexDistSel
3,STH,11,0.4,-0.5556,incompODomSexDistSel
3,STL,12,0.4,-0.3936,incompODomSexDistSel
3,STM,12,0.4,-0.2379,incompODomSexDistSel
3,STH,12,0.4,-0.4425,incompODomSexDistSel
3,STL,13,0.4,-0.3936,incompODomSexDistSel
3,STM,13,0.4,-0.4412,incompODomSexDistSel
3,STH,13,0.4,-0.5312,incompODomSexDistSel
3,STL,14,0.4,-0.3936,incompODomSexDistSel
3,STM,14,0.4,-0.5312,incompODomSexDistSel
3,STH,14,0.4,-0.4848,incompODomSexDistSel
3,STL,15,0.4,-0.3469,incompODomSexDistSel
3,STM,15,0.4,-0.3243,incompODomSexDistSel
3,STH,15,0.4,-0.3469,incompODomSexDistSel
3,STL,16,0.4,-0.3803,incompODomSexDistSel
3,STM,16,0.4,-0.3022,incompODomSexDistSel
3,STH,16,0.4,-0.4412,incompODomSexDistSel
3,STL,17,0.4,-0.5806,incompODomSexDistSel
3,STM,17,0.4,-0.2895,incompODomSexDistSel
3,STH,17,0.4,-0.4,incompODomSexDistSel
3,STL,18,0.4,-0.4412,incompODomSexDistSel
3,STM,18,0.4,-0.2564,incompODomSexDistSel
3,STH,18,0.4,-0.3803,incompODomSexDistSel
3,STL,19,0.4,-0.3803,incompODomSexDistSel
3,STM,19,0.4,-0.2727,incompODomSexDistSel
3,STH,19,0.4,-0.3936,incompODomSexDistSel
3,STL,20,0.4,-0.5482,incompODomSexDistSel
3,STM,20,0.4,-0.2895,incompODomSexDistSel
3,STH,20,0.4,-0.4425,incompODomSexDistSel
4,STL,1,0.4,-1,incompODomSexDistSel
4,STM,1,0.4,-1,incompODomSexDistSel
4,STH,1,0.4,-1,incompODomSexDistSel
4,STL,2,0.4,-0.6361,incompODomSexDistSel
4,STM,2,0.4,-0.4412,incompODomSexDistSel
4,STH,2,0.4,-0.3494,incompODomSexDistSel
4,STL,3,0.4,-0.5077,incompODomSexDistSel
4,STM,3,0.4,-0.4412,incompODomSexDistSel
4,STH,3,0.4,-0.6059,incompODomSexDistSel
4,STL,4,0.4,-0.4425,incompODomSexDistSel
4,STM,4,0.4,-0.37,incompODomSexDistSel
4,STH,4,0.4,-0.4412,incompODomSexDistSel
4,STL,5,0.4,-0.2285,incompODomSexDistSel
4,STM,5,0.4,-0.2379,incompODomSexDistSel
4,STH,5,0.4,-0.4848,incompODomSexDistSel
4,STL,6,0.4,-0.3469,incompODomSexDistSel
4,STM,6,0.4,-0.3611,incompODomSexDistSel
4,STH,6,0.4,-0.5077,incompODomSexDistSel
4,STL,7,0.4,-0.3803,incompODomSexDistSel
4,STM,7,0.4,-0.3025,incompODomSexDistSel
4,STH,7,0.4,-0.2285,incompODomSexDistSel
4,STL,8,0.4,-0.4425,incompODomSexDistSel
4,STM,8,0.4,-0.4083,incompODomSexDistSel
4,STH,8,0.4,-0.3243,incompODomSexDistSel
4,STL,9,0.4,-0.4177,incompODomSexDistSel
4,STM,9,0.4,-0.4073,incompODomSexDistSel
4,STH,9,0.4,-0.2115,incompODomSexDistSel
4,STL,10,0.4,-0.3803,incompODomSexDistSel
4,STM,10,0.4,-0.37,incompODomSexDistSel
4,STH,10,0.4,-0.3067,incompODomSexDistSel
4,STL,11,0.4,-0.5077,incompODomSexDistSel
4,STM,11,0.4,-0.2804,incompODomSexDistSel
4,STH,11,0.4,-0.4412,incompODomSexDistSel
4,STL,12,0.4,-0.5556,incompODomSexDistSel
4,STM,12,0.4,-0.2727,incompODomSexDistSel
4,STH,12,0.4,-0.4924,incompODomSexDistSel
4,STL,13,0.4,-0.37,incompODomSexDistSel
4,STM,13,0.4,-0.3803,incompODomSexDistSel
4,STH,13,0.4,-0.6172,incompODomSexDistSel
4,STL,14,0.4,-0.2285,incompODomSexDistSel
4,STM,14,0.4,-0.3243,incompODomSexDistSel
4,STH,14,0.4,-0.661,incompODomSexDistSel
4,STL,15,0.4,-0.4,incompODomSexDistSel
4,STM,15,0.4,-0.1335,incompODomSexDistSel
4,STH,15,0.4,-0.435,incompODomSexDistSel
4,STL,16,0.4,-0.3425,incompODomSexDistSel
4,STM,16,0.4,-0.3022,incompODomSexDistSel
4,STH,16,0.4,-0.5312,incompODomSexDistSel
