replicate,pop,gen,disS,Fis,selModel
2,STL,18,0.91,-0.2405,incompDisSel
2,STM,18,0.91,-0.3243,incompDisSel
2,STH,18,0.91,-0.2895,incompDisSel
2,STL,19,0.91,-0.3425,incompDisSel
2,STM,19,0.91,-0.2804,incompDisSel
2,STH,19,0.91,-0.3611,incompDisSel
2,STL,20,0.91,-0.3243,incompDisSel
2,STM,20,0.91,-0.3611,incompDisSel
2,STH,20,0.91,-0.3243,incompDisSel
3,STL,1,0.91,-1,incompDisSel
3,STM,1,0.91,-1,incompDisSel
3,STH,1,0.91,-1,incompDisSel
3,STL,2,0.91,-0.4627,incompDisSel
3,STM,2,0.91,-0.4177,incompDisSel
3,STH,2,0.91,-0.2094,incompDisSel
3,STL,3,0.91,-0.2405,incompDisSel
3,STM,3,0.91,-0.3067,incompDisSel
3,STH,3,0.91,-0.4412,incompDisSel
3,STL,4,0.91,-0.1807,incompDisSel
3,STM,4,0.91,-0.2099,incompDisSel
3,STH,4,0.91,-0.2895,incompDisSel
3,STL,5,0.91,-0.2564,incompDisSel
3,STM,5,0.91,-0.1951,incompDisSel
3,STH,5,0.91,-0.2405,incompDisSel
3,STL,6,0.91,-0.3243,incompDisSel
3,STM,6,0.91,-0.2099,incompDisSel
3,STH,6,0.91,-0.2895,incompDisSel
3,STL,7,0.91,-0.3243,incompDisSel
3,STM,7,0.91,-0.3243,incompDisSel
3,STH,7,0.91,-0.3611,incompDisSel
3,STL,8,0.91,-0.3803,incompDisSel
3,STM,8,0.91,-0.4203,incompDisSel
3,STH,8,0.91,-0.3067,incompDisSel
3,STL,9,0.91,-0.3803,incompDisSel
3,STM,9,0.91,-0.176,incompDisSel
3,STH,9,0.91,-0.2099,incompDisSel
3,STL,10,0.91,-0.2564,incompDisSel
3,STM,10,0.91,-0.3803,incompDisSel
3,STH,10,0.91,-0.3803,incompDisSel
3,STL,11,0.91,-0.2895,incompDisSel
3,STM,11,0.91,-0.2895,incompDisSel
3,STH,11,0.91,-0.3611,incompDisSel
3,STL,12,0.91,-0.2895,incompDisSel
3,STM,12,0.91,-0.2895,incompDisSel
3,STH,12,0.91,-0.3067,incompDisSel
3,STL,13,0.91,-0.2099,incompDisSel
3,STM,13,0.91,-0.2895,incompDisSel
3,STH,13,0.91,-0.3243,incompDisSel
3,STL,14,0.91,-0.4848,incompDisSel
3,STM,14,0.91,-0.3425,incompDisSel
3,STH,14,0.91,-0.4,incompDisSel
3,STL,15,0.91,-0.3243,incompDisSel
3,STM,15,0.91,-0.4412,incompDisSel
3,STH,15,0.91,-0.4,incompDisSel
3,STL,16,0.91,-0.3067,incompDisSel
3,STM,16,0.91,-0.3425,incompDisSel
3,STH,16,0.91,-0.3803,incompDisSel
3,STL,17,0.91,-0.2895,incompDisSel
3,STM,17,0.91,-0.3425,incompDisSel
3,STH,17,0.91,-0.2895,incompDisSel
3,STL,18,0.91,-0.1354,incompDisSel
3,STM,18,0.91,-0.3611,incompDisSel
3,STH,18,0.91,-0.2895,incompDisSel
3,STL,19,0.91,-0.2895,incompDisSel
3,STM,19,0.91,-0.3425,incompDisSel
3,STH,19,0.91,-0.3425,incompDisSel
3,STL,20,0.91,-0.4,incompDisSel
3,STM,20,0.91,-0.3243,incompDisSel
3,STH,20,0.91,-0.4,incompDisSel
4,STL,1,0.91,-1,incompDisSel
4,STM,1,0.91,-1,incompDisSel
4,STH,1,0.91,-1,incompDisSel
4,STL,2,0.91,-0.5207,incompDisSel
4,STM,2,0.91,-0.2929,incompDisSel
4,STH,2,0.91,-0.2056,incompDisSel
4,STL,3,0.91,-0.4203,incompDisSel
4,STM,3,0.91,-0.3425,incompDisSel
4,STH,3,0.91,-0.5077,incompDisSel
4,STL,4,0.91,-0.4627,incompDisSel
4,STM,4,0.91,-0.4627,incompDisSel
4,STH,4,0.91,-0.259,incompDisSel
4,STL,5,0.91,-0.3611,incompDisSel
4,STM,5,0.91,-0.3611,incompDisSel
4,STH,5,0.91,-0.3067,incompDisSel
4,STL,6,0.91,-0.225,incompDisSel
4,STM,6,0.91,-0.3243,incompDisSel
4,STH,6,0.91,-0.2727,incompDisSel
4,STL,7,0.91,-0.3067,incompDisSel
4,STM,7,0.91,-0.3611,incompDisSel
4,STH,7,0.91,-0.259,incompDisSel
4,STL,8,0.91,-0.3067,incompDisSel
4,STM,8,0.91,-0.2727,incompDisSel
4,STH,8,0.91,-0.4848,incompDisSel
4,STL,9,0.91,-0.4412,incompDisSel
4,STM,9,0.91,-0.225,incompDisSel
4,STH,9,0.91,-0.3611,incompDisSel
4,STL,10,0.91,-0.3611,incompDisSel
4,STM,10,0.91,-0.3803,incompDisSel
4,STH,10,0.91,-0.2895,incompDisSel
4,STL,11,0.91,-0.2405,incompDisSel
4,STM,11,0.91,-0.3243,incompDisSel
4,STH,11,0.91,-0.4,incompDisSel
4,STL,12,0.91,-0.3243,incompDisSel
4,STM,12,0.91,-0.2405,incompDisSel
4,STH,12,0.91,-0.2564,incompDisSel
4,STL,13,0.91,-0.3243,incompDisSel
4,STM,13,0.91,-0.3425,incompDisSel
4,STH,13,0.91,-0.2405,incompDisSel
4,STL,14,0.91,-0.3067,incompDisSel
4,STM,14,0.91,-0.4,incompDisSel
4,STH,14,0.91,-0.2564,incompDisSel
4,STL,15,0.91,-0.2099,incompDisSel
4,STM,15,0.91,-0.225,incompDisSel
4,STH,15,0.91,-0.2727,incompDisSel
4,STL,16,0.91,-0.3243,incompDisSel
4,STM,16,0.91,-0.2727,incompDisSel
4,STH,16,0.91,-0.3611,incompDisSel
4,STL,17,0.91,-0.3243,incompDisSel
4,STM,17,0.91,-0.3243,incompDisSel
4,STH,17,0.91,-0.3611,incompDisSel
4,STL,18,0.91,-0.2727,incompDisSel
4,STM,18,0.91,-0.2564,incompDisSel
4,STH,18,0.91,-0.1354,incompDisSel
4,STL,19,0.91,-0.3243,incompDisSel
4,STM,19,0.91,-0.3611,incompDisSel
4,STH,19,0.91,-0.3425,incompDisSel
4,STL,20,0.91,-0.2405,incompDisSel
4,STM,20,0.91,-0.3425,incompDisSel
4,STH,20,0.91,-0.3425,incompDisSel
5,STL,1,0.91,-1,incompDisSel
5,STM,1,0.91,-1,incompDisSel
5,STH,1,0.91,-1,incompDisSel
5,STL,2,0.91,-0.3022,incompDisSel
5,STM,2,0.91,-0.4627,incompDisSel
5,STH,2,0.91,-0.4633,incompDisSel
5,STL,3,0.91,-0.3243,incompDisSel
5,STM,3,0.91,-0.3067,incompDisSel
5,STH,3,0.91,-0.3243,incompDisSel
5,STL,4,0.91,-0.225,incompDisSel
5,STM,4,0.91,-0.3425,incompDisSel
5,STH,4,0.91,-0.4203,incompDisSel
5,STL,5,0.91,-0.3803,incompDisSel
5,STM,5,0.91,-0.2564,incompDisSel
5,STH,5,0.91,-0.4,incompDisSel
5,STL,6,0.91,-0.3425,incompDisSel
5,STM,6,0.91,-0.4,incompDisSel
5,STH,6,0.91,-0.2895,incompDisSel
5,STL,7,0.91,-0.2895,incompDisSel
5,STM,7,0.91,-0.3803,incompDisSel
5,STH,7,0.91,-0.3425,incompDisSel
5,STL,8,0.91,-0.3243,incompDisSel
5,STM,8,0.91,-0.2895,incompDisSel
5,STH,8,0.91,-0.4412,incompDisSel
5,STL,9,0.91,-0.4203,incompDisSel
5,STM,9,0.91,-0.3611,incompDisSel
5,STH,9,0.91,-0.3243,incompDisSel
5,STL,10,0.91,-0.3611,incompDisSel
5,STM,10,0.91,-0.2727,incompDisSel
5,STH,10,0.91,-0.2895,incompDisSel
5,STL,11,0.91,-0.4412,incompDisSel
5,STM,11,0.91,-0.2564,incompDisSel
5,STH,11,0.91,-0.1807,incompDisSel
5,STL,12,0.91,-0.3425,incompDisSel
5,STM,12,0.91,-0.2564,incompDisSel
5,STH,12,0.91,-0.2405,incompDisSel
5,STL,13,0.91,-0.3803,incompDisSel
5,STM,13,0.91,-0.3243,incompDisSel
5,STH,13,0.91,-0.4,incompDisSel
5,STL,14,0.91,-0.4,incompDisSel
5,STM,14,0.91,-0.3611,incompDisSel
5,STH,14,0.91,-0.2564,incompDisSel
5,STL,15,0.91,-0.3243,incompDisSel
5,STM,15,0.91,-0.3067,incompDisSel
5,STH,15,0.91,-0.2099,incompDisSel
5,STL,16,0.91,-0.2099,incompDisSel
5,STM,16,0.91,-0.3243,incompDisSel
5,STH,16,0.91,-0.2564,incompDisSel
5,STL,17,0.91,-0.2564,incompDisSel
5,STM,17,0.91,-0.3243,incompDisSel
5,STH,17,0.91,-0.2564,incompDisSel
5,STL,18,0.91,-0.2895,incompDisSel
5,STM,18,0.91,-0.1667,incompDisSel
5,STH,18,0.91,-0.3243,incompDisSel
5,STL,19,0.91,-0.3243,incompDisSel
5,STM,19,0.91,-0.2099,incompDisSel
5,STH,19,0.91,-0.3067,incompDisSel
5,STL,20,0.91,-0.3243,incompDisSel
5,STM,20,0.91,-0.2727,incompDisSel
5,STH,20,0.91,-0.4412,incompDisSel
6,STL,1,0.91,-1,incompDisSel
6,STM,1,0.91,-1,incompDisSel
6,STH,1,0.91,-1,incompDisSel
6,STL,2,0.91,-0.2929,incompDisSel
6,STM,2,0.91,-0.5766,incompDisSel
6,STH,2,0.91,-0.3785,incompDisSel
6,STL,3,0.91,-0.2171,incompDisSel
6,STM,3,0.91,-0.3803,incompDisSel
6,STH,3,0.91,-0.2895,incompDisSel
6,STL,4,0.91,-0.4939,incompDisSel
6,STM,4,0.91,-0.3067,incompDisSel
6,STH,4,0.91,-0.0946,incompDisSel
6,STL,5,0.91,-0.4,incompDisSel
6,STM,5,0.91,-0.2727,incompDisSel
6,STH,5,0.91,-0.3425,incompDisSel
6,STL,6,0.91,-0.2379,incompDisSel
6,STM,6,0.91,-0.2727,incompDisSel
6,STH,6,0.91,-0.3243,incompDisSel
6,STL,7,0.91,-0.4412,incompDisSel
6,STM,7,0.91,-0.3067,incompDisSel
6,STH,7,0.91,-0.2564,incompDisSel
6,STL,8,0.91,-0.4203,incompDisSel
6,STM,8,0.91,-0.4,incompDisSel
6,STH,8,0.91,-0.2727,incompDisSel
6,STL,9,0.91,-0.4627,incompDisSel
6,STM,9,0.91,-0.3425,incompDisSel
6,STH,9,0.91,-0.3067,incompDisSel
6,STL,10,0.91,-0.2895,incompDisSel
6,STM,10,0.91,-0.4,incompDisSel
6,STH,10,0.91,-0.3243,incompDisSel
6,STL,11,0.91,-0.3611,incompDisSel
6,STM,11,0.91,-0.3067,incompDisSel
6,STH,11,0.91,-0.3243,incompDisSel
6,STL,12,0.91,-0.3067,incompDisSel
6,STM,12,0.91,-0.2895,incompDisSel
6,STH,12,0.91,-0.3067,incompDisSel
6,STL,13,0.91,-0.3611,incompDisSel
6,STM,13,0.91,-0.2727,incompDisSel
6,STH,13,0.91,-0.225,incompDisSel
6,STL,14,0.91,-0.3067,incompDisSel
6,STM,14,0.91,-0.3803,incompDisSel
6,STH,14,0.91,-0.2099,incompDisSel
6,STL,15,0.91,-0.3067,incompDisSel
6,STM,15,0.91,-0.3803,incompDisSel
6,STH,15,0.91,-0.5077,incompDisSel
6,STL,16,0.91,-0.3425,incompDisSel
6,STM,16,0.91,-0.3611,incompDisSel
6,STH,16,0.91,-0.3611,incompDisSel
6,STL,17,0.91,-0.2895,incompDisSel
6,STM,17,0.91,-0.3067,incompDisSel
6,STH,17,0.91,-0.2895,incompDisSel
6,STL,18,0.91,-0.2405,incompDisSel
6,STM,18,0.91,-0.3067,incompDisSel
6,STH,18,0.91,-0.2727,incompDisSel
6,STL,19,0.91,-0.1807,incompDisSel
6,STM,19,0.91,-0.2727,incompDisSel
6,STH,19,0.91,-0.3243,incompDisSel
6,STL,20,0.91,-0.2727,incompDisSel
6,STM,20,0.91,-0.3243,incompDisSel
6,STH,20,0.91,-0.225,incompDisSel
7,STL,1,0.91,-1,incompDisSel
7,STM,1,0.91,-1,incompDisSel
7,STH,1,0.91,-1,incompDisSel
7,STL,2,0.91,-0.3209,incompDisSel
7,STM,2,0.91,-0.5223,incompDisSel
7,STH,2,0.91,-0.4203,incompDisSel
7,STL,3,0.91,-0.4,incompDisSel
7,STM,3,0.91,-0.3469,incompDisSel
7,STH,3,0.91,-0.3803,incompDisSel
7,STL,4,0.91,-0.3425,incompDisSel
7,STM,4,0.91,-0.074,incompDisSel
7,STH,4,0.91,-0.3803,incompDisSel
7,STL,5,0.91,-0.225,incompDisSel
7,STM,5,0.91,-0.2564,incompDisSel
7,STH,5,0.91,-0.2727,incompDisSel
7,STL,6,0.91,-0.225,incompDisSel
7,STM,6,0.91,-0.2727,incompDisSel
7,STH,6,0.91,-0.3611,incompDisSel
7,STL,7,0.91,-0.2727,incompDisSel
7,STM,7,0.91,-0.2727,incompDisSel
7,STH,7,0.91,-0.3067,incompDisSel
7,STL,8,0.91,-0.3067,incompDisSel
7,STM,8,0.91,-0.4203,incompDisSel
7,STH,8,0.91,-0.3425,incompDisSel
7,STL,9,0.91,-0.2727,incompDisSel
7,STM,9,0.91,-0.2564,incompDisSel
7,STH,9,0.91,-0.3067,incompDisSel
7,STL,10,0.91,-0.3243,incompDisSel
7,STM,10,0.91,-0.2564,incompDisSel
7,STH,10,0.91,-0.3425,incompDisSel
7,STL,11,0.91,-0.2895,incompDisSel
7,STM,11,0.91,-0.3803,incompDisSel
7,STH,11,0.91,-0.3067,incompDisSel
7,STL,12,0.91,-0.2727,incompDisSel
7,STM,12,0.91,-0.3611,incompDisSel
7,STH,12,0.91,-0.3425,incompDisSel
7,STL,13,0.91,-0.3611,incompDisSel
7,STM,13,0.91,-0.2895,incompDisSel
7,STH,13,0.91,-0.2727,incompDisSel
7,STL,14,0.91,-0.3243,incompDisSel
7,STM,14,0.91,-0.2564,incompDisSel
7,STH,14,0.91,-0.3067,incompDisSel
7,STL,15,0.91,-0.225,incompDisSel
7,STM,15,0.91,-0.3067,incompDisSel
7,STH,15,0.91,-0.2405,incompDisSel
7,STL,16,0.91,-0.2405,incompDisSel
7,STM,16,0.91,-0.2895,incompDisSel
7,STH,16,0.91,-0.3425,incompDisSel
7,STL,17,0.91,-0.2727,incompDisSel
7,STM,17,0.91,-0.2564,incompDisSel
7,STH,17,0.91,-0.2405,incompDisSel
7,STL,18,0.91,-0.2727,incompDisSel
7,STM,18,0.91,-0.3067,incompDisSel
7,STH,18,0.91,-0.3067,incompDisSel
7,STL,19,0.91,-0.2405,incompDisSel
7,STM,19,0.91,-0.2895,incompDisSel
7,STH,19,0.91,-0.3067,incompDisSel
7,STL,20,0.91,-0.3243,incompDisSel
7,STM,20,0.91,-0.2895,incompDisSel
7,STH,20,0.91,-0.2727,incompDisSel
8,STL,1,0.91,-1,incompDisSel
8,STM,1,0.91,-1,incompDisSel
8,STH,1,0.91,-1,incompDisSel
8,STL,2,0.91,-0.4678,incompDisSel
8,STM,2,0.91,-0.3469,incompDisSel
8,STH,2,0.91,-0.4633,incompDisSel
8,STL,3,0.91,-0.2405,incompDisSel
8,STM,3,0.91,-0.3425,incompDisSel
8,STH,3,0.91,-0.3067,incompDisSel
8,STL,4,0.91,-0.4412,incompDisSel
8,STM,4,0.91,-0.4203,incompDisSel
8,STH,4,0.91,-0.3611,incompDisSel
8,STL,5,0.91,-0.3067,incompDisSel
8,STM,5,0.91,-0.3067,incompDisSel
8,STH,5,0.91,-0.3243,incompDisSel
8,STL,6,0.91,-0.3425,incompDisSel
8,STM,6,0.91,-0.1951,incompDisSel
8,STH,6,0.91,-0.4,incompDisSel
8,STL,7,0.91,-0.2727,incompDisSel
8,STM,7,0.91,-0.2727,incompDisSel
8,STH,7,0.91,-0.1807,incompDisSel
8,STL,8,0.91,-0.2564,incompDisSel
8,STM,8,0.91,-0.1807,incompDisSel
8,STH,8,0.91,-0.3067,incompDisSel
8,STL,9,0.91,-0.2405,incompDisSel
8,STM,9,0.91,-0.1951,incompDisSel
8,STH,9,0.91,-0.3611,incompDisSel
8,STL,10,0.91,-0.3803,incompDisSel
8,STM,10,0.91,-0.2727,incompDisSel
8,STH,10,0.91,-0.2405,incompDisSel
8,STL,11,0.91,-0.4,incompDisSel
8,STM,11,0.91,-0.3067,incompDisSel
8,STH,11,0.91,-0.3067,incompDisSel
8,STL,12,0.91,-0.4412,incompDisSel
8,STM,12,0.91,-0.3067,incompDisSel
8,STH,12,0.91,-0.2895,incompDisSel
8,STL,13,0.91,-0.3425,incompDisSel
8,STM,13,0.91,-0.2727,incompDisSel
8,STH,13,0.91,-0.3425,incompDisSel
8,STL,14,0.91,-0.2727,incompDisSel
8,STM,14,0.91,-0.2895,incompDisSel
8,STH,14,0.91,-0.2727,incompDisSel
8,STL,15,0.91,-0.1557,incompDisSel
8,STM,15,0.91,-0.3243,incompDisSel
8,STH,15,0.91,-0.3611,incompDisSel
8,STL,16,0.91,-0.3611,incompDisSel
8,STM,16,0.91,-0.3425,incompDisSel
8,STH,16,0.91,-0.4,incompDisSel
8,STL,17,0.91,-0.3611,incompDisSel
8,STM,17,0.91,-0.3022,incompDisSel
8,STH,17,0.91,-0.2405,incompDisSel
8,STL,18,0.91,-0.225,incompDisSel
8,STM,18,0.91,-0.259,incompDisSel
8,STH,18,0.91,-0.4203,incompDisSel
8,STL,19,0.91,-0.1529,incompDisSel
8,STM,19,0.91,-0.2564,incompDisSel
8,STH,19,0.91,-0.1354,incompDisSel
8,STL,20,0.91,-0.2564,incompDisSel
8,STM,20,0.91,-0.2895,incompDisSel
8,STH,20,0.91,-0.2895,incompDisSel
9,STL,1,0.91,-1,incompDisSel
9,STM,1,0.91,-1,incompDisSel
9,STH,1,0.91,-1,incompDisSel
9,STL,2,0.91,-0.4425,incompDisSel
9,STM,2,0.91,-0.4678,incompDisSel
9,STH,2,0.91,-0.4678,incompDisSel
9,STL,3,0.91,-0.4203,incompDisSel
9,STM,3,0.91,-0.3611,incompDisSel
9,STH,3,0.91,-0.3067,incompDisSel
9,STL,4,0.91,-0.1964,incompDisSel
9,STM,4,0.91,-0.2405,incompDisSel
9,STH,4,0.91,-0.2727,incompDisSel
9,STL,5,0.91,-0.2099,incompDisSel
9,STM,5,0.91,-0.3611,incompDisSel
9,STH,5,0.91,-0.3425,incompDisSel
9,STL,6,0.91,-0.2564,incompDisSel
9,STM,6,0.91,-0.3243,incompDisSel
9,STH,6,0.91,-0.3611,incompDisSel
9,STL,7,0.91,-0.3425,incompDisSel
9,STM,7,0.91,-0.3425,incompDisSel
9,STH,7,0.91,-0.4203,incompDisSel
9,STL,8,0.91,-0.2171,incompDisSel
9,STM,8,0.91,-0.1807,incompDisSel
9,STH,8,0.91,-0.4,incompDisSel
9,STL,9,0.91,-0.2895,incompDisSel
9,STM,9,0.91,-0.2099,incompDisSel
9,STH,9,0.91,-0.3067,incompDisSel
9,STL,10,0.91,-0.3803,incompDisSel
9,STM,10,0.91,-0.2405,incompDisSel
9,STH,10,0.91,-0.2405,incompDisSel
9,STL,11,0.91,-0.3611,incompDisSel
9,STM,11,0.91,-0.3425,incompDisSel
9,STH,11,0.91,-0.1964,incompDisSel
9,STL,12,0.91,-0.4848,incompDisSel
9,STM,12,0.91,-0.2727,incompDisSel
9,STH,12,0.91,-0.4,incompDisSel
9,STL,13,0.91,-0.3425,incompDisSel
9,STM,13,0.91,-0.4,incompDisSel
9,STH,13,0.91,-0.4848,incompDisSel
9,STL,14,0.91,-0.3067,incompDisSel
9,STM,14,0.91,-0.3611,incompDisSel
9,STH,14,0.91,-0.3803,incompDisSel
9,STL,15,0.91,-0.3067,incompDisSel
9,STM,15,0.91,-0.4,incompDisSel
9,STH,15,0.91,-0.1354,incompDisSel
9,STL,16,0.91,-0.4412,incompDisSel
9,STM,16,0.91,-0.3611,incompDisSel
9,STH,16,0.91,-0.2895,incompDisSel
9,STL,17,0.91,-0.3803,incompDisSel
9,STM,17,0.91,-0.2564,incompDisSel
9,STH,17,0.91,-0.3611,incompDisSel
9,STL,18,0.91,-0.2727,incompDisSel
9,STM,18,0.91,-0.3611,incompDisSel
9,STH,18,0.91,-0.4,incompDisSel
9,STL,19,0.91,-0.3803,incompDisSel
9,STM,19,0.91,-0.2895,incompDisSel
9,STH,19,0.91,-0.2171,incompDisSel
9,STL,20,0.91,-0.3425,incompDisSel
9,STM,20,0.91,-0.225,incompDisSel
9,STH,20,0.91,-0.2895,incompDisSel
10,STL,1,0.91,-1,incompDisSel
10,STM,1,0.91,-1,incompDisSel
10,STH,1,0.91,-1,incompDisSel
10,STL,2,0.91,-0.435,incompDisSel
10,STM,2,0.91,-0.4924,incompDisSel
10,STH,2,0.91,-0.4939,incompDisSel
10,STL,3,0.91,-0.4848,incompDisSel
10,STM,3,0.91,-0.3243,incompDisSel
10,STH,3,0.91,-0.3469,incompDisSel
10,STL,4,0.91,-0.4412,incompDisSel
10,STM,4,0.91,-0.2564,incompDisSel
10,STH,4,0.91,-0.3803,incompDisSel
10,STL,5,0.91,-0.3425,incompDisSel
10,STM,5,0.91,-0.3067,incompDisSel
10,STH,5,0.91,-0.3425,incompDisSel
10,STL,6,0.91,-0.2895,incompDisSel
10,STM,6,0.91,-0.2727,incompDisSel
10,STH,6,0.91,-0.3067,incompDisSel
10,STL,7,0.91,-0.3067,incompDisSel
10,STM,7,0.91,-0.225,incompDisSel
10,STH,7,0.91,-0.3611,incompDisSel
10,STL,8,0.91,-0.2895,incompDisSel
10,STM,8,0.91,-0.225,incompDisSel
10,STH,8,0.91,-0.4848,incompDisSel
10,STL,9,0.91,-0.176,incompDisSel
10,STM,9,0.91,-0.2727,incompDisSel
10,STH,9,0.91,-0.3425,incompDisSel
10,STL,10,0.91,-0.3243,incompDisSel
10,STM,10,0.91,-0.2564,incompDisSel
10,STH,10,0.91,-0.2099,incompDisSel
10,STL,11,0.91,-0.3243,incompDisSel
10,STM,11,0.91,-0.1951,incompDisSel
10,STH,11,0.91,-0.3425,incompDisSel
10,STL,12,0.91,-0.3425,incompDisSel
10,STM,12,0.91,-0.3067,incompDisSel
10,STH,12,0.91,-0.3425,incompDisSel
10,STL,13,0.91,-0.2379,incompDisSel
10,STM,13,0.91,-0.3425,incompDisSel
10,STH,13,0.91,-0.2895,incompDisSel
10,STL,14,0.91,-0.2564,incompDisSel
10,STM,14,0.91,-0.2727,incompDisSel
10,STH,14,0.91,-0.1395,incompDisSel
10,STL,15,0.91,-0.3067,incompDisSel
10,STM,15,0.91,-0.3425,incompDisSel
10,STH,15,0.91,-0.2405,incompDisSel
10,STL,16,0.91,-0.2405,incompDisSel
10,STM,16,0.91,-0.2727,incompDisSel
