replicate,pop,gen,disS,Fis,selModel
1,STL,1,0.2,-1,incompHetPrefSel
1,STM,1,0.2,-1,incompHetPrefSel
1,STH,1,0.2,-1,incompHetPrefSel
1,STL,2,0.2,-0.3538,incompHetPrefSel
1,STM,2,0.2,-0.2285,incompHetPrefSel
1,STH,2,0.2,-0.3785,incompHetPrefSel
1,STL,3,0.2,-0.2895,incompHetPrefSel
1,STM,3,0.2,-0.3067,incompHetPrefSel
1,STH,3,0.2,-0.1071,incompHetPrefSel
1,STL,4,0.2,-0.3067,incompHetPrefSel
1,STM,4,0.2,-0.074,incompHetPrefSel
1,STH,4,0.2,-0.176,incompHetPrefSel
1,STL,5,0.2,-0.2564,incompHetPrefSel
1,STM,5,0.2,-0.0095,incompHetPrefSel
1,STH,5,0.2,-0.2727,incompHetPrefSel
1,STL,6,0.2,-0.225,incompHetPrefSel
1,STM,6,0.2,-0.074,incompHetPrefSel
1,STH,6,0.2,-0.1557,incompHetPrefSel
1,STL,7,0.2,-0.1529,incompHetPrefSel
1,STM,7,0.2,-0.1529,incompHetPrefSel
1,STH,7,0.2,-0.1951,incompHetPrefSel
1,STL,8,0.2,-0.1011,incompHetPrefSel
1,STM,8,0.2,-0.1136,incompHetPrefSel
1,STH,8,0.2,-0.1807,incompHetPrefSel
1,STL,9,0.2,-0.0316,incompHetPrefSel
1,STM,9,0.2,-0.0889,incompHetPrefSel
1,STH,9,0.2,-0.2405,incompHetPrefSel
1,STL,10,0.2,-0.0103,incompHetPrefSel
1,STM,10,0.2,-0.0889,incompHetPrefSel
1,STH,10,0.2,-0.115,incompHetPrefSel
1,STL,11,0.2,-0.0316,incompHetPrefSel
1,STM,11,0.2,-0.0538,incompHetPrefSel
1,STH,11,0.2,-0.2099,incompHetPrefSel
1,STL,12,0.2,-0.0316,incompHetPrefSel
1,STM,12,0.2,-0.0316,incompHetPrefSel
1,STH,12,0.2,-0.0095,incompHetPrefSel
1,STL,13,0.2,-0.0208,incompHetPrefSel
1,STM,13,0.2,-0.0426,incompHetPrefSel
1,STH,13,0.2,-0.0316,incompHetPrefSel
1,STL,14,0.2,-0.0316,incompHetPrefSel
1,STM,14,0.2,-0.0316,incompHetPrefSel
1,STH,14,0.2,-0.1951,incompHetPrefSel
1,STL,15,0.2,-0.0103,incompHetPrefSel
1,STM,15,0.2,0,incompHetPrefSel
1,STH,15,0.2,-0.1136,incompHetPrefSel
1,STL,16,0.2,-0.0316,incompHetPrefSel
1,STM,16,0.2,-0.0208,incompHetPrefSel
1,STH,16,0.2,0.1945,incompHetPrefSel
1,STL,17,0.2,-0.0103,incompHetPrefSel
1,STM,17,0.2,-0.0208,incompHetPrefSel
1,STH,17,0.2,-0.0426,incompHetPrefSel
1,STL,18,0.2,-0.0538,incompHetPrefSel
1,STM,18,0.2,-0.0538,incompHetPrefSel
1,STH,18,0.2,-0.0538,incompHetPrefSel
1,STL,19,0.2,-0.0652,incompHetPrefSel
1,STM,19,0.2,-0.0208,incompHetPrefSel
1,STH,19,0.2,-0.0426,incompHetPrefSel
1,STL,20,0.2,-0.1136,incompHetPrefSel
1,STM,20,0.2,-0.0316,incompHetPrefSel
1,STH,20,0.2,-0.0769,incompHetPrefSel
2,STL,1,0.2,-1,incompHetPrefSel
2,STM,1,0.2,-1,incompHetPrefSel
2,STH,1,0.2,-1,incompHetPrefSel
2,STL,2,0.2,-0.4678,incompHetPrefSel
2,STM,2,0.2,-0.2285,incompHetPrefSel
2,STH,2,0.2,-0.661,incompHetPrefSel
2,STL,3,0.2,-0.1807,incompHetPrefSel
2,STM,3,0.2,-0.3243,incompHetPrefSel
2,STH,3,0.2,-0.3022,incompHetPrefSel
2,STL,4,0.2,-0.2727,incompHetPrefSel
2,STM,4,0.2,-0.3243,incompHetPrefSel
2,STH,4,0.2,-0.2099,incompHetPrefSel
2,STL,5,0.2,-0.2727,incompHetPrefSel
2,STM,5,0.2,-0.3425,incompHetPrefSel
2,STH,5,0.2,-0.1529,incompHetPrefSel
2,STL,6,0.2,-0.053,incompHetPrefSel
2,STM,6,0.2,-0.1667,incompHetPrefSel
2,STH,6,0.2,-0.1011,incompHetPrefSel
2,STL,7,0.2,-0.1529,incompHetPrefSel
2,STM,7,0.2,-0.0652,incompHetPrefSel
2,STH,7,0.2,-0.0316,incompHetPrefSel
2,STL,8,0.2,-0.1395,incompHetPrefSel
2,STM,8,0.2,-0.1136,incompHetPrefSel
2,STH,8,0.2,-0.0426,incompHetPrefSel
2,STL,9,0.2,-0.0652,incompHetPrefSel
2,STM,9,0.2,-0.0889,incompHetPrefSel
2,STH,9,0.2,-0.0769,incompHetPrefSel
2,STL,10,0.2,-0.1011,incompHetPrefSel
2,STM,10,0.2,-0.1136,incompHetPrefSel
2,STH,10,0.2,-0.0538,incompHetPrefSel
2,STL,11,0.2,-0.1395,incompHetPrefSel
2,STM,11,0.2,-0.1136,incompHetPrefSel
2,STH,11,0.2,-0.0316,incompHetPrefSel
2,STL,12,0.2,-0.1136,incompHetPrefSel
2,STM,12,0.2,0.0631,incompHetPrefSel
2,STH,12,0.2,-0.0538,incompHetPrefSel
2,STL,13,0.2,-0.0889,incompHetPrefSel
2,STM,13,0.2,-0.1136,incompHetPrefSel
2,STH,13,0.2,-0.0652,incompHetPrefSel
2,STL,14,0.2,-0.1264,incompHetPrefSel
2,STM,14,0.2,-0.1011,incompHetPrefSel
2,STH,14,0.2,-0.0889,incompHetPrefSel
2,STL,15,0.2,-0.1136,incompHetPrefSel
2,STM,15,0.2,-0.0538,incompHetPrefSel
2,STH,15,0.2,-0.1264,incompHetPrefSel
2,STL,16,0.2,-0.0769,incompHetPrefSel
2,STM,16,0.2,-0.0208,incompHetPrefSel
2,STH,16,0.2,-0.1011,incompHetPrefSel
2,STL,17,0.2,-0.0426,incompHetPrefSel
2,STM,17,0.2,-0.0316,incompHetPrefSel
2,STH,17,0.2,-0.0889,incompHetPrefSel
2,STL,18,0.2,-0.0652,incompHetPrefSel
2,STM,18,0.2,-0.0426,incompHetPrefSel
2,STH,18,0.2,-0.1136,incompHetPrefSel
2,STL,19,0.2,-0.0426,incompHetPrefSel
2,STM,19,0.2,-0.0208,incompHetPrefSel
2,STH,19,0.2,-0.1011,incompHetPrefSel
2,STL,20,0.2,-0.1136,incompHetPrefSel
2,STM,20,0.2,-0.0426,incompHetPrefSel
2,STH,20,0.2,-0.1011,incompHetPrefSel
3,STL,1,0.2,-1,incompHetPrefSel
3,STM,1,0.2,-1,incompHetPrefSel
3,STH,1,0.2,-1,incompHetPrefSel
3,STL,2,0.2,-0.5806,incompHetPrefSel
