replicate,pop,gen,odomS,Fis,selModel
7,STL,11,0.6,-0.6361,incompODomSel
7,STM,11,0.6,-0.75,incompODomSel
7,STH,11,0.6,-0.4848,incompODomSel
7,STL,12,0.6,-0.5207,incompODomSel
7,STM,12,0.6,-0.6672,incompODomSel
7,STH,12,0.6,-0.5806,incompODomSel
7,STL,13,0.6,-0.5223,incompODomSel
7,STM,13,0.6,-0.6361,incompODomSel
7,STH,13,0.6,-0.3469,incompODomSel
7,STL,14,0.6,-0.6333,incompODomSel
7,STM,14,0.6,-0.5223,incompODomSel
7,STH,14,0.6,-0.5806,incompODomSel
7,STL,15,0.6,-0.7193,incompODomSel
7,STM,15,0.6,-0.64,incompODomSel
7,STH,15,0.6,-0.6066,incompODomSel
7,STL,16,0.6,-0.5223,incompODomSel
7,STM,16,0.6,-0.535,incompODomSel
7,STH,16,0.6,-0.5207,incompODomSel
7,STL,17,0.6,-0.5806,incompODomSel
7,STM,17,0.6,-0.6855,incompODomSel
7,STH,17,0.6,-0.5806,incompODomSel
7,STL,18,0.6,-0.6333,incompODomSel
7,STM,18,0.6,-0.6333,incompODomSel
7,STH,18,0.6,-0.6333,incompODomSel
7,STL,19,0.6,-0.4939,incompODomSel
7,STM,19,0.6,-0.4678,incompODomSel
7,STH,19,0.6,-0.5766,incompODomSel
7,STL,20,0.6,-0.5482,incompODomSel
7,STM,20,0.6,-0.4177,incompODomSel
7,STH,20,0.6,-0.3209,incompODomSel
8,STL,1,0.6,-1,incompODomSel
8,STM,1,0.6,-1,incompODomSel
8,STH,1,0.6,-1,incompODomSel
8,STL,2,0.6,-0.6994,incompODomSel
8,STM,2,0.6,-0.5223,incompODomSel
8,STH,2,0.6,-0.4678,incompODomSel
8,STL,3,0.6,-0.5223,incompODomSel
8,STM,3,0.6,-0.4678,incompODomSel
8,STH,3,0.6,-0.4633,incompODomSel
8,STL,4,0.6,-0.6059,incompODomSel
8,STM,4,0.6,-0.75,incompODomSel
8,STH,4,0.6,-0.6059,incompODomSel
8,STL,5,0.6,-0.6672,incompODomSel
8,STM,5,0.6,-0.4073,incompODomSel
8,STH,5,0.6,-0.75,incompODomSel
8,STL,6,0.6,-0.6897,incompODomSel
8,STM,6,0.6,-0.5223,incompODomSel
8,STH,6,0.6,-0.5223,incompODomSel
8,STL,7,0.6,-0.569,incompODomSel
8,STM,7,0.6,-0.6361,incompODomSel
8,STH,7,0.6,-0.6066,incompODomSel
8,STL,8,0.6,-0.661,incompODomSel
8,STM,8,0.6,-0.4939,incompODomSel
8,STH,8,0.6,-0.4924,incompODomSel
8,STL,9,0.6,-0.6361,incompODomSel
8,STM,9,0.6,-0.5223,incompODomSel
8,STH,9,0.6,-0.47,incompODomSel
8,STL,10,0.6,-0.553,incompODomSel
8,STM,10,0.6,-0.535,incompODomSel
8,STH,10,0.6,-0.6059,incompODomSel
8,STL,11,0.6,-0.5151,incompODomSel
8,STM,11,0.6,-0.6672,incompODomSel
8,STH,11,0.6,-0.7818,incompODomSel
8,STL,12,0.6,-0.6361,incompODomSel
8,STM,12,0.6,-0.6361,incompODomSel
8,STH,12,0.6,-0.5482,incompODomSel
8,STL,13,0.6,-0.6897,incompODomSel
8,STM,13,0.6,-0.5223,incompODomSel
8,STH,13,0.6,-0.75,incompODomSel
8,STL,14,0.6,-0.6059,incompODomSel
8,STM,14,0.6,-0.661,incompODomSel
8,STH,14,0.6,-0.6773,incompODomSel
8,STL,15,0.6,-0.7193,incompODomSel
8,STM,15,0.6,-0.7327,incompODomSel
8,STH,15,0.6,-0.6333,incompODomSel
8,STL,16,0.6,-0.6361,incompODomSel
8,STM,16,0.6,-0.6897,incompODomSel
8,STH,16,0.6,-0.4939,incompODomSel
8,STL,17,0.6,-0.5482,incompODomSel
8,STM,17,0.6,-0.5806,incompODomSel
8,STH,17,0.6,-0.5482,incompODomSel
8,STL,18,0.6,-0.6361,incompODomSel
8,STM,18,0.6,-0.5806,incompODomSel
8,STH,18,0.6,-0.5766,incompODomSel
8,STL,19,0.6,-0.6059,incompODomSel
8,STM,19,0.6,-0.5482,incompODomSel
8,STH,19,0.6,-0.6897,incompODomSel
8,STL,20,0.6,-0.6066,incompODomSel
8,STM,20,0.6,-0.6361,incompODomSel
8,STH,20,0.6,-0.6508,incompODomSel
9,STL,1,0.6,-1,incompODomSel
9,STM,1,0.6,-1,incompODomSel
9,STH,1,0.6,-1,incompODomSel
9,STL,2,0.6,-0.7158,incompODomSel
9,STM,2,0.6,-0.6039,incompODomSel
9,STH,2,0.6,-0.4924,incompODomSel
9,STL,3,0.6,-0.6897,incompODomSel
9,STM,3,0.6,-0.569,incompODomSel
9,STH,3,0.6,-0.661,incompODomSel
9,STL,4,0.6,-0.5207,incompODomSel
9,STM,4,0.6,-0.7327,incompODomSel
9,STH,4,0.6,-0.4848,incompODomSel
9,STL,5,0.6,-0.6066,incompODomSel
9,STM,5,0.6,-0.6066,incompODomSel
9,STH,5,0.6,-0.5482,incompODomSel
9,STL,6,0.6,-0.6897,incompODomSel
9,STM,6,0.6,-0.6066,incompODomSel
9,STH,6,0.6,-0.4939,incompODomSel
9,STL,7,0.6,-0.4939,incompODomSel
9,STM,7,0.6,-0.7327,incompODomSel
9,STH,7,0.6,-0.6066,incompODomSel
9,STL,8,0.6,-0.5312,incompODomSel
9,STM,8,0.6,-0.6897,incompODomSel
9,STH,8,0.6,-0.661,incompODomSel
9,STL,9,0.6,-0.4412,incompODomSel
9,STM,9,0.6,-0.5766,incompODomSel
9,STH,9,0.6,-0.3494,incompODomSel
9,STL,10,0.6,-0.661,incompODomSel
9,STM,10,0.6,-0.5223,incompODomSel
9,STH,10,0.6,-0.7193,incompODomSel
9,STL,11,0.6,-0.5587,incompODomSel
9,STM,11,0.6,-0.5207,incompODomSel
9,STH,11,0.6,-0.3538,incompODomSel
9,STL,12,0.6,-0.7586,incompODomSel
9,STM,12,0.6,-0.6897,incompODomSel
9,STH,12,0.6,-0.6333,incompODomSel
9,STL,13,0.6,-0.5846,incompODomSel
9,STM,13,0.6,-0.6361,incompODomSel
9,STH,13,0.6,-0.4924,incompODomSel
9,STL,14,0.6,-0.7327,incompODomSel
9,STM,14,0.6,-0.6672,incompODomSel
9,STH,14,0.6,-0.6066,incompODomSel
9,STL,15,0.6,-0.4924,incompODomSel
9,STM,15,0.6,-0.5223,incompODomSel
9,STH,15,0.6,-0.3785,incompODomSel
9,STL,16,0.6,-0.6333,incompODomSel
9,STM,16,0.6,-0.661,incompODomSel
9,STH,16,0.6,-0.4924,incompODomSel
9,STL,17,0.6,-0.6059,incompODomSel
9,STM,17,0.6,-0.5766,incompODomSel
9,STH,17,0.6,-0.4678,incompODomSel
9,STL,18,0.6,-0.6994,incompODomSel
9,STM,18,0.6,-0.6361,incompODomSel
9,STH,18,0.6,-0.6066,incompODomSel
9,STL,19,0.6,-0.535,incompODomSel
9,STM,19,0.6,-0.5312,incompODomSel
9,STH,19,0.6,-0.4939,incompODomSel
9,STL,20,0.6,-0.5766,incompODomSel
9,STM,20,0.6,-0.5077,incompODomSel
9,STH,20,0.6,-0.4177,incompODomSel
10,STL,1,0.6,-1,incompODomSel
10,STM,1,0.6,-1,incompODomSel
10,STH,1,0.6,-1,incompODomSel
10,STL,2,0.6,-0.7158,incompODomSel
10,STM,2,0.6,-0.6039,incompODomSel
10,STH,2,0.6,-0.4924,incompODomSel
10,STL,3,0.6,-0.6897,incompODomSel
10,STM,3,0.6,-0.569,incompODomSel
10,STH,3,0.6,-0.661,incompODomSel
10,STL,4,0.6,-0.5207,incompODomSel
10,STM,4,0.6,-0.7327,incompODomSel
10,STH,4,0.6,-0.4848,incompODomSel
10,STL,5,0.6,-0.6066,incompODomSel
10,STM,5,0.6,-0.6066,incompODomSel
10,STH,5,0.6,-0.5482,incompODomSel
10,STL,6,0.6,-0.6897,incompODomSel
10,STM,6,0.6,-0.6066,incompODomSel
10,STH,6,0.6,-0.4939,incompODomSel
10,STL,7,0.6,-0.4939,incompODomSel
10,STM,7,0.6,-0.7327,incompODomSel
10,STH,7,0.6,-0.6066,incompODomSel
10,STL,8,0.6,-0.5312,incompODomSel
10,STM,8,0.6,-0.6897,incompODomSel
10,STH,8,0.6,-0.661,incompODomSel
10,STL,9,0.6,-0.4412,incompODomSel
10,STM,9,0.6,-0.5766,incompODomSel
10,STH,9,0.6,-0.3494,incompODomSel
10,STL,10,0.6,-0.661,incompODomSel
10,STM,10,0.6,-0.5223,incompODomSel
10,STH,10,0.6,-0.7193,incompODomSel
10,STL,11,0.6,-0.5587,incompODomSel
10,STM,11,0.6,-0.5207,incompODomSel
10,STH,11,0.6,-0.3538,incompODomSel
10,STL,12,0.6,-0.7586,incompODomSel
10,STM,12,0.6,-0.6897,incompODomSel
10,STH,12,0.6,-0.6333,incompODomSel
10,STL,13,0.6,-0.5846,incompODomSel
10,STM,13,0.6,-0.6361,incompODomSel
10,STH,13,0.6,-0.4924,incompODomSel
10,STL,14,0.6,-0.7327,incompODomSel
10,STM,14,0.6,-0.6672,incompODomSel
10,STH,14,0.6,-0.6066,incompODomSel
10,STL,15,0.6,-0.4924,incompODomSel
