replicate,pop,gen,disS,Fis,selModel
7,STL,9,0.2,-0.0769,incompDisSel
7,STM,9,0.2,-0.1395,incompDisSel
7,STH,9,0.2,-0.1529,incompDisSel
7,STL,10,0.2,-0.0769,incompDisSel
7,STM,10,0.2,-0.1951,incompDisSel
7,STH,10,0.2,-0.1807,incompDisSel
7,STL,11,0.2,-0.0652,incompDisSel
7,STM,11,0.2,-0.1264,incompDisSel
7,STH,11,0.2,-0.1136,incompDisSel
7,STL,12,0.2,-0.0426,incompDisSel
7,STM,12,0.2,-0.1264,incompDisSel
7,STH,12,0.2,-0.1264,incompDisSel
7,STL,13,0.2,-0.0316,incompDisSel
7,STM,13,0.2,-0.1807,incompDisSel
7,STH,13,0.2,-0.0426,incompDisSel
7,STL,14,0.2,-0.0316,incompDisSel
7,STM,14,0.2,-0.1395,incompDisSel
7,STH,14,0.2,-0.0426,incompDisSel
7,STL,15,0.2,-0.0208,incompDisSel
7,STM,15,0.2,-0.1529,incompDisSel
7,STH,15,0.2,-0.0208,incompDisSel
7,STL,16,0.2,0,incompDisSel
7,STM,16,0.2,-0.1667,incompDisSel
7,STH,16,0.2,0,incompDisSel
7,STL,17,0.2,0,incompDisSel
7,STM,17,0.2,-0.1529,incompDisSel
7,STH,17,0.2,-0.0103,incompDisSel
7,STL,18,0.2,-0.0103,incompDisSel
7,STM,18,0.2,-0.1264,incompDisSel
7,STH,18,0.2,-0.0103,incompDisSel
7,STL,19,0.2,0,incompDisSel
7,STM,19,0.2,-0.1264,incompDisSel
7,STH,19,0.2,0,incompDisSel
7,STL,20,0.2,0,incompDisSel
7,STM,20,0.2,-0.1529,incompDisSel
7,STH,20,0.2,-0.0103,incompDisSel
8,STL,1,0.2,-1,incompDisSel
8,STM,1,0.2,-1,incompDisSel
8,STH,1,0.2,-1,incompDisSel
8,STL,2,0.2,-0.3538,incompDisSel
8,STM,2,0.2,-0.5806,incompDisSel
8,STH,2,0.2,-0.3279,incompDisSel
8,STL,3,0.2,-0.3243,incompDisSel
8,STM,3,0.2,-0.37,incompDisSel
8,STH,3,0.2,-0.3243,incompDisSel
8,STL,4,0.2,-0.1807,incompDisSel
8,STM,4,0.2,-0.11,incompDisSel
8,STH,4,0.2,-0.2727,incompDisSel
8,STL,5,0.2,-0.225,incompDisSel
8,STM,5,0.2,-0.1964,incompDisSel
8,STH,5,0.2,-0.2727,incompDisSel
8,STL,6,0.2,-0.1807,incompDisSel
8,STM,6,0.2,-0.2379,incompDisSel
8,STH,6,0.2,-0.2727,incompDisSel
8,STL,7,0.2,-0.1807,incompDisSel
8,STM,7,0.2,-0.3067,incompDisSel
8,STH,7,0.2,-0.2099,incompDisSel
8,STL,8,0.2,-0.1011,incompDisSel
8,STM,8,0.2,-0.2895,incompDisSel
8,STH,8,0.2,-0.1395,incompDisSel
8,STL,9,0.2,-0.0769,incompDisSel
8,STM,9,0.2,-0.1667,incompDisSel
8,STH,9,0.2,-0.2099,incompDisSel
8,STL,10,0.2,-0.1011,incompDisSel
8,STM,10,0.2,-0.1667,incompDisSel
8,STH,10,0.2,-0.1136,incompDisSel
8,STL,11,0.2,-0.0769,incompDisSel
8,STM,11,0.2,-0.1395,incompDisSel
8,STH,11,0.2,-0.1136,incompDisSel
8,STL,12,0.2,-0.1395,incompDisSel
8,STM,12,0.2,-0.0316,incompDisSel
8,STH,12,0.2,-0.0769,incompDisSel
8,STL,13,0.2,-0.0316,incompDisSel
8,STM,13,0.2,-0.2405,incompDisSel
8,STH,13,0.2,-0.0538,incompDisSel
8,STL,14,0.2,-0.1264,incompDisSel
8,STM,14,0.2,-0.2099,incompDisSel
8,STH,14,0.2,-0.0208,incompDisSel
8,STL,15,0.2,-0.1807,incompDisSel
8,STM,15,0.2,-0.2405,incompDisSel
8,STH,15,0.2,-0.0208,incompDisSel
8,STL,16,0.2,-0.1807,incompDisSel
8,STM,16,0.2,-0.1136,incompDisSel
8,STH,16,0.2,0,incompDisSel
8,STL,17,0.2,-0.1529,incompDisSel
8,STM,17,0.2,-0.0426,incompDisSel
8,STH,17,0.2,NaN,incompDisSel
8,STL,18,0.2,-0.1807,incompDisSel
8,STM,18,0.2,-0.0652,incompDisSel
8,STH,18,0.2,NaN,incompDisSel
8,STL,19,0.2,0.0134,incompDisSel
8,STM,19,0.2,-0.1011,incompDisSel
8,STH,19,0.2,NaN,incompDisSel
8,STL,20,0.2,-0.1667,incompDisSel
8,STM,20,0.2,-0.1011,incompDisSel
8,STH,20,0.2,NaN,incompDisSel
9,STL,1,0.2,-1,incompDisSel
9,STM,1,0.2,-1,incompDisSel
9,STH,1,0.2,-1,incompDisSel
9,STL,2,0.2,-0.3022,incompDisSel
9,STM,2,0.2,-0.6066,incompDisSel
9,STH,2,0.2,-0.4848,incompDisSel
9,STL,3,0.2,-0.2895,incompDisSel
9,STM,3,0.2,-0.2804,incompDisSel
9,STH,3,0.2,-0.3611,incompDisSel
9,STL,4,0.2,-0.1951,incompDisSel
9,STM,4,0.2,-0.2405,incompDisSel
9,STH,4,0.2,-0.3022,incompDisSel
9,STL,5,0.2,-0.1136,incompDisSel
9,STM,5,0.2,-0.053,incompDisSel
9,STH,5,0.2,-0.3611,incompDisSel
9,STL,6,0.2,-0.1136,incompDisSel
9,STM,6,0.2,-0.2727,incompDisSel
9,STH,6,0.2,-0.0946,incompDisSel
9,STL,7,0.2,-0.1395,incompDisSel
