replicate,pop,gen,disS,H0,selModel
3,STM,5,0.2,0.44,incompHetPrefSel
3,STH,5,0.2,0.4,incompHetPrefSel
3,STL,6,0.2,0.16,incompHetPrefSel
3,STM,6,0.2,0.36,incompHetPrefSel
3,STH,6,0.2,0.3,incompHetPrefSel
3,STL,7,0.2,0.14,incompHetPrefSel
3,STM,7,0.2,0.26,incompHetPrefSel
3,STH,7,0.2,0.28,incompHetPrefSel
3,STL,8,0.2,0.22,incompHetPrefSel
3,STM,8,0.2,0.28,incompHetPrefSel
3,STH,8,0.2,0.3,incompHetPrefSel
3,STL,9,0.2,0.22,incompHetPrefSel
3,STM,9,0.2,0.34,incompHetPrefSel
3,STH,9,0.2,0.26,incompHetPrefSel
3,STL,10,0.2,0.18,incompHetPrefSel
3,STM,10,0.2,0.18,incompHetPrefSel
3,STH,10,0.2,0.22,incompHetPrefSel
3,STL,11,0.2,0.16,incompHetPrefSel
3,STM,11,0.2,0.06,incompHetPrefSel
3,STH,11,0.2,0.26,incompHetPrefSel
3,STL,12,0.2,0.24,incompHetPrefSel
3,STM,12,0.2,0.08,incompHetPrefSel
3,STH,12,0.2,0.18,incompHetPrefSel
3,STL,13,0.2,0.28,incompHetPrefSel
3,STM,13,0.2,0.04,incompHetPrefSel
3,STH,13,0.2,0.08,incompHetPrefSel
3,STL,14,0.2,0.22,incompHetPrefSel
3,STM,14,0.2,0.04,incompHetPrefSel
3,STH,14,0.2,0.04,incompHetPrefSel
3,STL,15,0.2,0.12,incompHetPrefSel
3,STM,15,0.2,0.04,incompHetPrefSel
3,STH,15,0.2,0.04,incompHetPrefSel
3,STL,16,0.2,0.12,incompHetPrefSel
3,STM,16,0.2,0.04,incompHetPrefSel
3,STH,16,0.2,0.1,incompHetPrefSel
3,STL,17,0.2,0.12,incompHetPrefSel
3,STM,17,0.2,0,incompHetPrefSel
3,STH,17,0.2,0.14,incompHetPrefSel
3,STL,18,0.2,0.14,incompHetPrefSel
3,STM,18,0.2,0,incompHetPrefSel
3,STH,18,0.2,0.22,incompHetPrefSel
3,STL,19,0.2,0.12,incompHetPrefSel
3,STM,19,0.2,0,incompHetPrefSel
3,STH,19,0.2,0.14,incompHetPrefSel
3,STL,20,0.2,0.14,incompHetPrefSel
3,STM,20,0.2,0,incompHetPrefSel
3,STH,20,0.2,0.12,incompHetPrefSel
4,STL,1,0.2,1,incompHetPrefSel
4,STM,1,0.2,1,incompHetPrefSel
4,STH,1,0.2,1,incompHetPrefSel
4,STL,2,0.2,0.66,incompHetPrefSel
4,STM,2,0.2,0.58,incompHetPrefSel
4,STH,2,0.2,0.66,incompHetPrefSel
4,STL,3,0.2,0.54,incompHetPrefSel
4,STM,3,0.2,0.54,incompHetPrefSel
4,STH,3,0.2,0.6,incompHetPrefSel
4,STL,4,0.2,0.46,incompHetPrefSel
4,STM,4,0.2,0.5,incompHetPrefSel
4,STH,4,0.2,0.54,incompHetPrefSel
4,STL,5,0.2,0.58,incompHetPrefSel
4,STM,5,0.2,0.32,incompHetPrefSel
4,STH,5,0.2,0.36,incompHetPrefSel
4,STL,6,0.2,0.52,incompHetPrefSel
4,STM,6,0.2,0.36,incompHetPrefSel
4,STH,6,0.2,0.38,incompHetPrefSel
4,STL,7,0.2,0.4,incompHetPrefSel
4,STM,7,0.2,0.3,incompHetPrefSel
4,STH,7,0.2,0.32,incompHetPrefSel
4,STL,8,0.2,0.38,incompHetPrefSel
4,STM,8,0.2,0.38,incompHetPrefSel
4,STH,8,0.2,0.2,incompHetPrefSel
4,STL,9,0.2,0.38,incompHetPrefSel
4,STM,9,0.2,0.34,incompHetPrefSel
4,STH,9,0.2,0.26,incompHetPrefSel
4,STL,10,0.2,0.34,incompHetPrefSel
4,STM,10,0.2,0.2,incompHetPrefSel
4,STH,10,0.2,0.26,incompHetPrefSel
4,STL,11,0.2,0.44,incompHetPrefSel
4,STM,11,0.2,0.28,incompHetPrefSel
4,STH,11,0.2,0.16,incompHetPrefSel
4,STL,12,0.2,0.32,incompHetPrefSel
4,STM,12,0.2,0.28,incompHetPrefSel
4,STH,12,0.2,0.24,incompHetPrefSel
4,STL,13,0.2,0.28,incompHetPrefSel
4,STM,13,0.2,0.36,incompHetPrefSel
4,STH,13,0.2,0.2,incompHetPrefSel
4,STL,14,0.2,0.36,incompHetPrefSel
4,STM,14,0.2,0.34,incompHetPrefSel
4,STH,14,0.2,0.28,incompHetPrefSel
4,STL,15,0.2,0.38,incompHetPrefSel
4,STM,15,0.2,0.32,incompHetPrefSel
4,STH,15,0.2,0.16,incompHetPrefSel
4,STL,16,0.2,0.34,incompHetPrefSel
4,STM,16,0.2,0.34,incompHetPrefSel
4,STH,16,0.2,0.2,incompHetPrefSel
4,STL,17,0.2,0.28,incompHetPrefSel
4,STM,17,0.2,0.28,incompHetPrefSel
4,STH,17,0.2,0.22,incompHetPrefSel
4,STL,18,0.2,0.2,incompHetPrefSel
4,STM,18,0.2,0.3,incompHetPrefSel
4,STH,18,0.2,0.36,incompHetPrefSel
4,STL,19,0.2,0.14,incompHetPrefSel
4,STM,19,0.2,0.22,incompHetPrefSel
4,STH,19,0.2,0.2,incompHetPrefSel
4,STL,20,0.2,0.06,incompHetPrefSel
4,STM,20,0.2,0.14,incompHetPrefSel
4,STH,20,0.2,0.28,incompHetPrefSel
5,STL,1,0.2,1,incompHetPrefSel
5,STM,1,0.2,1,incompHetPrefSel
5,STH,1,0.2,1,incompHetPrefSel
5,STL,2,0.2,0.62,incompHetPrefSel
5,STM,2,0.2,0.62,incompHetPrefSel
5,STH,2,0.2,0.78,incompHetPrefSel
5,STL,3,0.2,0.5,incompHetPrefSel
5,STM,3,0.2,0.36,incompHetPrefSel
5,STH,3,0.2,0.66,incompHetPrefSel
5,STL,4,0.2,0.44,incompHetPrefSel
5,STM,4,0.2,0.28,incompHetPrefSel
5,STH,4,0.2,0.68,incompHetPrefSel
5,STL,5,0.2,0.44,incompHetPrefSel
5,STM,5,0.2,0.24,incompHetPrefSel
5,STH,5,0.2,0.46,incompHetPrefSel
5,STL,6,0.2,0.34,incompHetPrefSel
5,STM,6,0.2,0.32,incompHetPrefSel
5,STH,6,0.2,0.4,incompHetPrefSel
5,STL,7,0.2,0.32,incompHetPrefSel
5,STM,7,0.2,0.28,incompHetPrefSel
5,STH,7,0.2,0.38,incompHetPrefSel
5,STL,8,0.2,0.38,incompHetPrefSel
5,STM,8,0.2,0.16,incompHetPrefSel
5,STH,8,0.2,0.44,incompHetPrefSel
5,STL,9,0.2,0.52,incompHetPrefSel
5,STM,9,0.2,0.18,incompHetPrefSel
5,STH,9,0.2,0.4,incompHetPrefSel
5,STL,10,0.2,0.36,incompHetPrefSel
5,STM,10,0.2,0.1,incompHetPrefSel
5,STH,10,0.2,0.42,incompHetPrefSel
5,STL,11,0.2,0.28,incompHetPrefSel
5,STM,11,0.2,0.04,incompHetPrefSel
5,STH,11,0.2,0.4,incompHetPrefSel
5,STL,12,0.2,0.28,incompHetPrefSel
5,STM,12,0.2,0.06,incompHetPrefSel
5,STH,12,0.2,0.5,incompHetPrefSel
5,STL,13,0.2,0.28,incompHetPrefSel
5,STM,13,0.2,0.02,incompHetPrefSel
5,STH,13,0.2,0.38,incompHetPrefSel
5,STL,14,0.2,0.34,incompHetPrefSel
5,STM,14,0.2,0.04,incompHetPrefSel
5,STH,14,0.2,0.44,incompHetPrefSel
5,STL,15,0.2,0.42,incompHetPrefSel
5,STM,15,0.2,0.06,incompHetPrefSel
5,STH,15,0.2,0.38,incompHetPrefSel
5,STL,16,0.2,0.26,incompHetPrefSel
5,STM,16,0.2,0,incompHetPrefSel
5,STH,16,0.2,0.48,incompHetPrefSel
5,STL,17,0.2,0.16,incompHetPrefSel
5,STM,17,0.2,0,incompHetPrefSel
5,STH,17,0.2,0.46,incompHetPrefSel
5,STL,18,0.2,0.16,incompHetPrefSel
5,STM,18,0.2,0,incompHetPrefSel
5,STH,18,0.2,0.5,incompHetPrefSel
5,STL,19,0.2,0.1,incompHetPrefSel
5,STM,19,0.2,0,incompHetPrefSel
5,STH,19,0.2,0.28,incompHetPrefSel
5,STL,20,0.2,0.06,incompHetPrefSel
5,STM,20,0.2,0,incompHetPrefSel
5,STH,20,0.2,0.32,incompHetPrefSel
6,STL,1,0.2,1,incompHetPrefSel
6,STM,1,0.2,1,incompHetPrefSel
6,STH,1,0.2,1,incompHetPrefSel
6,STL,2,0.2,0.76,incompHetPrefSel
6,STM,2,0.2,0.5,incompHetPrefSel
6,STH,2,0.2,0.64,incompHetPrefSel
6,STL,3,0.2,0.66,incompHetPrefSel
6,STM,3,0.2,0.62,incompHetPrefSel
6,STH,3,0.2,0.6,incompHetPrefSel
6,STL,4,0.2,0.44,incompHetPrefSel
6,STM,4,0.2,0.52,incompHetPrefSel
6,STH,4,0.2,0.46,incompHetPrefSel
6,STL,5,0.2,0.36,incompHetPrefSel
6,STM,5,0.2,0.36,incompHetPrefSel
6,STH,5,0.2,0.42,incompHetPrefSel
6,STL,6,0.2,0.32,incompHetPrefSel
6,STM,6,0.2,0.22,incompHetPrefSel
6,STH,6,0.2,0.44,incompHetPrefSel
6,STL,7,0.2,0.3,incompHetPrefSel
6,STM,7,0.2,0.28,incompHetPrefSel
6,STH,7,0.2,0.44,incompHetPrefSel
6,STL,8,0.2,0.34,incompHetPrefSel
6,STM,8,0.2,0.18,incompHetPrefSel
6,STH,8,0.2,0.3,incompHetPrefSel
6,STL,9,0.2,0.34,incompHetPrefSel
6,STM,9,0.2,0.26,incompHetPrefSel
6,STH,9,0.2,0.28,incompHetPrefSel
6,STL,10,0.2,0.3,incompHetPrefSel
6,STM,10,0.2,0.26,incompHetPrefSel
6,STH,10,0.2,0.38,incompHetPrefSel
6,STL,11,0.2,0.32,incompHetPrefSel
6,STM,11,0.2,0.22,incompHetPrefSel
6,STH,11,0.2,0.52,incompHetPrefSel
6,STL,12,0.2,0.42,incompHetPrefSel
6,STM,12,0.2,0.22,incompHetPrefSel
6,STH,12,0.2,0.58,incompHetPrefSel
6,STL,13,0.2,0.38,incompHetPrefSel
6,STM,13,0.2,0.26,incompHetPrefSel
6,STH,13,0.2,0.48,incompHetPrefSel
6,STL,14,0.2,0.3,incompHetPrefSel
6,STM,14,0.2,0.18,incompHetPrefSel
6,STH,14,0.2,0.36,incompHetPrefSel
6,STL,15,0.2,0.34,incompHetPrefSel
6,STM,15,0.2,0.16,incompHetPrefSel
6,STH,15,0.2,0.36,incompHetPrefSel
6,STL,16,0.2,0.28,incompHetPrefSel
6,STM,16,0.2,0.14,incompHetPrefSel
6,STH,16,0.2,0.42,incompHetPrefSel
6,STL,17,0.2,0.28,incompHetPrefSel
6,STM,17,0.2,0.12,incompHetPrefSel
6,STH,17,0.2,0.26,incompHetPrefSel
6,STL,18,0.2,0.26,incompHetPrefSel
6,STM,18,0.2,0.16,incompHetPrefSel
6,STH,18,0.2,0.28,incompHetPrefSel
6,STL,19,0.2,0.28,incompHetPrefSel
6,STM,19,0.2,0.22,incompHetPrefSel
6,STH,19,0.2,0.3,incompHetPrefSel
6,STL,20,0.2,0.3,incompHetPrefSel
6,STM,20,0.2,0.24,incompHetPrefSel
6,STH,20,0.2,0.3,incompHetPrefSel
7,STL,1,0.2,1,incompHetPrefSel
7,STM,1,0.2,1,incompHetPrefSel
7,STH,1,0.2,1,incompHetPrefSel
7,STL,2,0.2,0.64,incompHetPrefSel
7,STM,2,0.2,0.6,incompHetPrefSel
7,STH,2,0.2,0.76,incompHetPrefSel
7,STL,3,0.2,0.52,incompHetPrefSel
7,STM,3,0.2,0.46,incompHetPrefSel
7,STH,3,0.2,0.58,incompHetPrefSel
7,STL,4,0.2,0.4,incompHetPrefSel
7,STM,4,0.2,0.46,incompHetPrefSel
7,STH,4,0.2,0.54,incompHetPrefSel
7,STL,5,0.2,0.4,incompHetPrefSel
7,STM,5,0.2,0.34,incompHetPrefSel
7,STH,5,0.2,0.52,incompHetPrefSel
7,STL,6,0.2,0.3,incompHetPrefSel
7,STM,6,0.2,0.26,incompHetPrefSel
7,STH,6,0.2,0.48,incompHetPrefSel
7,STL,7,0.2,0.26,incompHetPrefSel
7,STM,7,0.2,0.22,incompHetPrefSel
7,STH,7,0.2,0.42,incompHetPrefSel
7,STL,8,0.2,0.2,incompHetPrefSel
7,STM,8,0.2,0.14,incompHetPrefSel
7,STH,8,0.2,0.42,incompHetPrefSel
7,STL,9,0.2,0.12,incompHetPrefSel
7,STM,9,0.2,0.14,incompHetPrefSel
7,STH,9,0.2,0.3,incompHetPrefSel
7,STL,10,0.2,0.16,incompHetPrefSel
7,STM,10,0.2,0.18,incompHetPrefSel
7,STH,10,0.2,0.26,incompHetPrefSel
7,STL,11,0.2,0.06,incompHetPrefSel
7,STM,11,0.2,0.2,incompHetPrefSel
7,STH,11,0.2,0.22,incompHetPrefSel
7,STL,12,0.2,0.04,incompHetPrefSel
7,STM,12,0.2,0.2,incompHetPrefSel
7,STH,12,0.2,0.18,incompHetPrefSel
7,STL,13,0.2,0.06,incompHetPrefSel
7,STM,13,0.2,0.2,incompHetPrefSel
7,STH,13,0.2,0.2,incompHetPrefSel
7,STL,14,0.2,0.14,incompHetPrefSel
7,STM,14,0.2,0.1,incompHetPrefSel
7,STH,14,0.2,0.14,incompHetPrefSel
7,STL,15,0.2,0.22,incompHetPrefSel
7,STM,15,0.2,0.06,incompHetPrefSel
7,STH,15,0.2,0.18,incompHetPrefSel
7,STL,16,0.2,0.18,incompHetPrefSel
7,STM,16,0.2,0.04,incompHetPrefSel
7,STH,16,0.2,0.2,incompHetPrefSel
7,STL,17,0.2,0.26,incompHetPrefSel
7,STM,17,0.2,0.02,incompHetPrefSel
7,STH,17,0.2,0.12,incompHetPrefSel
7,STL,18,0.2,0.3,incompHetPrefSel
7,STM,18,0.2,0.02,incompHetPrefSel
7,STH,18,0.2,0.02,incompHetPrefSel
7,STL,19,0.2,0.28,incompHetPrefSel
7,STM,19,0.2,0.02,incompHetPrefSel
7,STH,19,0.2,0.04,incompHetPrefSel
7,STL,20,0.2,0.38,incompHetPrefSel
7,STM,20,0.2,0.04,incompHetPrefSel
7,STH,20,0.2,0.04,incompHetPrefSel
8,STL,1,0.2,1,incompHetPrefSel
8,STM,1,0.2,1,incompHetPrefSel
8,STH,1,0.2,1,incompHetPrefSel
8,STL,2,0.2,0.64,incompHetPrefSel
8,STM,2,0.2,0.68,incompHetPrefSel
8,STH,2,0.2,0.72,incompHetPrefSel
8,STL,3,0.2,0.56,incompHetPrefSel
8,STM,3,0.2,0.48,incompHetPrefSel
8,STH,3,0.2,0.56,incompHetPrefSel
8,STL,4,0.2,0.48,incompHetPrefSel
8,STM,4,0.2,0.4,incompHetPrefSel
8,STH,4,0.2,0.48,incompHetPrefSel
8,STL,5,0.2,0.34,incompHetPrefSel
8,STM,5,0.2,0.42,incompHetPrefSel
8,STH,5,0.2,0.46,incompHetPrefSel
8,STL,6,0.2,0.38,incompHetPrefSel
8,STM,6,0.2,0.32,incompHetPrefSel
8,STH,6,0.2,0.36,incompHetPrefSel
8,STL,7,0.2,0.36,incompHetPrefSel
8,STM,7,0.2,0.28,incompHetPrefSel
8,STH,7,0.2,0.36,incompHetPrefSel
8,STL,8,0.2,0.28,incompHetPrefSel
8,STM,8,0.2,0.28,incompHetPrefSel
8,STH,8,0.2,0.28,incompHetPrefSel
8,STL,9,0.2,0.34,incompHetPrefSel
8,STM,9,0.2,0.2,incompHetPrefSel
8,STH,9,0.2,0.34,incompHetPrefSel
8,STL,10,0.2,0.48,incompHetPrefSel
8,STM,10,0.2,0.14,incompHetPrefSel
8,STH,10,0.2,0.38,incompHetPrefSel
8,STL,11,0.2,0.5,incompHetPrefSel
8,STM,11,0.2,0.12,incompHetPrefSel
8,STH,11,0.2,0.32,incompHetPrefSel
8,STL,12,0.2,0.34,incompHetPrefSel
8,STM,12,0.2,0.16,incompHetPrefSel
8,STH,12,0.2,0.28,incompHetPrefSel
8,STL,13,0.2,0.36,incompHetPrefSel
8,STM,13,0.2,0.26,incompHetPrefSel
8,STH,13,0.2,0.3,incompHetPrefSel
8,STL,14,0.2,0.42,incompHetPrefSel
8,STM,14,0.2,0.28,incompHetPrefSel
8,STH,14,0.2,0.28,incompHetPrefSel
8,STL,15,0.2,0.4,incompHetPrefSel
8,STM,15,0.2,0.3,incompHetPrefSel
8,STH,15,0.2,0.22,incompHetPrefSel
8,STL,16,0.2,0.36,incompHetPrefSel
8,STM,16,0.2,0.24,incompHetPrefSel
8,STH,16,0.2,0.3,incompHetPrefSel
8,STL,17,0.2,0.22,incompHetPrefSel
8,STM,17,0.2,0.12,incompHetPrefSel
8,STH,17,0.2,0.22,incompHetPrefSel
8,STL,18,0.2,0.24,incompHetPrefSel
8,STM,18,0.2,0.08,incompHetPrefSel
8,STH,18,0.2,0.24,incompHetPrefSel
8,STL,19,0.2,0.16,incompHetPrefSel
8,STM,19,0.2,0.1,incompHetPrefSel
8,STH,19,0.2,0.22,incompHetPrefSel
8,STL,20,0.2,0.06,incompHetPrefSel
8,STM,20,0.2,0.2,incompHetPrefSel
8,STH,20,0.2,0.14,incompHetPrefSel
9,STL,1,0.2,1,incompHetPrefSel
9,STM,1,0.2,1,incompHetPrefSel
9,STH,1,0.2,1,incompHetPrefSel
9,STL,2,0.2,0.62,incompHetPrefSel
9,STM,2,0.2,0.78,incompHetPrefSel
9,STH,2,0.2,0.72,incompHetPrefSel
9,STL,3,0.2,0.48,incompHetPrefSel
9,STM,3,0.2,0.52,incompHetPrefSel
9,STH,3,0.2,0.68,incompHetPrefSel
9,STL,4,0.2,0.32,incompHetPrefSel
9,STM,4,0.2,0.4,incompHetPrefSel
9,STH,4,0.2,0.48,incompHetPrefSel
9,STL,5,0.2,0.18,incompHetPrefSel
9,STM,5,0.2,0.46,incompHetPrefSel
9,STH,5,0.2,0.44,incompHetPrefSel
9,STL,6,0.2,0.22,incompHetPrefSel
9,STM,6,0.2,0.32,incompHetPrefSel
9,STH,6,0.2,0.36,incompHetPrefSel
9,STL,7,0.2,0.26,incompHetPrefSel
9,STM,7,0.2,0.28,incompHetPrefSel
9,STH,7,0.2,0.5,incompHetPrefSel
9,STL,8,0.2,0.28,incompHetPrefSel
9,STM,8,0.2,0.22,incompHetPrefSel
9,STH,8,0.2,0.4,incompHetPrefSel
9,STL,9,0.2,0.12,incompHetPrefSel
9,STM,9,0.2,0.26,incompHetPrefSel
9,STH,9,0.2,0.4,incompHetPrefSel
9,STL,10,0.2,0.1,incompHetPrefSel
9,STM,10,0.2,0.3,incompHetPrefSel
9,STH,10,0.2,0.46,incompHetPrefSel
9,STL,11,0.2,0.14,incompHetPrefSel
9,STM,11,0.2,0.22,incompHetPrefSel
9,STH,11,0.2,0.32,incompHetPrefSel
9,STL,12,0.2,0.14,incompHetPrefSel
9,STM,12,0.2,0.12,incompHetPrefSel
9,STH,12,0.2,0.34,incompHetPrefSel
9,STL,13,0.2,0.1,incompHetPrefSel
9,STM,13,0.2,0.18,incompHetPrefSel
9,STH,13,0.2,0.3,incompHetPrefSel
9,STL,14,0.2,0.1,incompHetPrefSel
9,STM,14,0.2,0.2,incompHetPrefSel
9,STH,14,0.2,0.24,incompHetPrefSel
9,STL,15,0.2,0.1,incompHetPrefSel
9,STM,15,0.2,0.32,incompHetPrefSel
9,STH,15,0.2,0.24,incompHetPrefSel
9,STL,16,0.2,0.18,incompHetPrefSel
9,STM,16,0.2,0.28,incompHetPrefSel
9,STH,16,0.2,0.14,incompHetPrefSel
9,STL,17,0.2,0.14,incompHetPrefSel
9,STM,17,0.2,0.26,incompHetPrefSel
9,STH,17,0.2,0.1,incompHetPrefSel
9,STL,18,0.2,0.2,incompHetPrefSel
9,STM,18,0.2,0.26,incompHetPrefSel
9,STH,18,0.2,0.12,incompHetPrefSel
9,STL,19,0.2,0.22,incompHetPrefSel
9,STM,19,0.2,0.18,incompHetPrefSel
9,STH,19,0.2,0.1,incompHetPrefSel
9,STL,20,0.2,0.24,incompHetPrefSel
9,STM,20,0.2,0.18,incompHetPrefSel
9,STH,20,0.2,0.08,incompHetPrefSel
10,STL,1,0.2,1,incompHetPrefSel
10,STM,1,0.2,1,incompHetPrefSel
10,STH,1,0.2,1,incompHetPrefSel
10,STL,2,0.2,0.66,incompHetPrefSel
10,STM,2,0.2,0.56,incompHetPrefSel
10,STH,2,0.2,0.62,incompHetPrefSel
10,STL,3,0.2,0.52,incompHetPrefSel
10,STM,3,0.2,0.58,incompHetPrefSel
10,STH,3,0.2,0.48,incompHetPrefSel
10,STL,4,0.2,0.28,incompHetPrefSel
10,STM,4,0.2,0.4,incompHetPrefSel
10,STH,4,0.2,0.24,incompHetPrefSel
10,STL,5,0.2,0.3,incompHetPrefSel
10,STM,5,0.2,0.48,incompHetPrefSel
10,STH,5,0.2,0.24,incompHetPrefSel
10,STL,6,0.2,0.3,incompHetPrefSel
10,STM,6,0.2,0.36,incompHetPrefSel
10,STH,6,0.2,0.18,incompHetPrefSel
10,STL,7,0.2,0.18,incompHetPrefSel
10,STM,7,0.2,0.34,incompHetPrefSel
10,STH,7,0.2,0.2,incompHetPrefSel
