replicate,pop,gen,V4,selModel
10,STH,16,-0.0316,incompSexDistSel
10,STL,17,-0.1529,incompSexDistSel
10,STM,17,NaN,incompSexDistSel
10,STH,17,-0.1264,incompSexDistSel
10,STL,18,-0.1395,incompSexDistSel
10,STM,18,NaN,incompSexDistSel
10,STH,18,-0.0652,incompSexDistSel
10,STL,19,-0.1529,incompSexDistSel
10,STM,19,NaN,incompSexDistSel
10,STH,19,-0.0426,incompSexDistSel
10,STL,20,-0.0769,incompSexDistSel
10,STM,20,NaN,incompSexDistSel
10,STH,20,-0.0538,incompSexDistSel
11,STL,1,-1,incompSexDistSel
11,STM,1,-1,incompSexDistSel
11,STH,1,-1,incompSexDistSel
11,STL,2,-0.2929,incompSexDistSel
11,STM,2,-0.2346,incompSexDistSel
11,STH,2,-0.553,incompSexDistSel
11,STL,3,-0.3243,incompSexDistSel
11,STM,3,-0.2775,incompSexDistSel
11,STH,3,-0.2285,incompSexDistSel
11,STL,4,-0.225,incompSexDistSel
11,STM,4,-0.2804,incompSexDistSel
11,STH,4,-0.053,incompSexDistSel
11,STL,5,-0.1395,incompSexDistSel
11,STM,5,-0.2564,incompSexDistSel
11,STH,5,-0.053,incompSexDistSel
11,STL,6,-0.1951,incompSexDistSel
11,STM,6,-0.2804,incompSexDistSel
11,STH,6,-0.0946,incompSexDistSel
11,STL,7,-0.1136,incompSexDistSel
11,STM,7,-0.2171,incompSexDistSel
11,STH,7,-0.1807,incompSexDistSel
11,STL,8,-0.0538,incompSexDistSel
11,STM,8,-0.1354,incompSexDistSel
11,STH,8,-0.1951,incompSexDistSel
11,STL,9,-0.0426,incompSexDistSel
11,STM,9,-0.1807,incompSexDistSel
11,STH,9,-0.1395,incompSexDistSel
11,STL,10,-0.0316,incompSexDistSel
11,STM,10,0.0907,incompSexDistSel
11,STH,10,0.0375,incompSexDistSel
11,STL,11,0,incompSexDistSel
11,STM,11,-0.1136,incompSexDistSel
11,STH,11,-0.1264,incompSexDistSel
11,STL,12,NaN,incompSexDistSel
11,STM,12,-0.0652,incompSexDistSel
11,STH,12,-0.1264,incompSexDistSel
11,STL,13,NaN,incompSexDistSel
11,STM,13,-0.0208,incompSexDistSel
11,STH,13,-0.1529,incompSexDistSel
11,STL,14,NaN,incompSexDistSel
11,STM,14,-0.0208,incompSexDistSel
11,STH,14,-0.1136,incompSexDistSel
11,STL,15,NaN,incompSexDistSel
11,STM,15,-0.0208,incompSexDistSel
11,STH,15,-0.1011,incompSexDistSel
11,STL,16,NaN,incompSexDistSel
11,STM,16,-0.0208,incompSexDistSel
11,STH,16,-0.1264,incompSexDistSel
11,STL,17,NaN,incompSexDistSel
11,STM,17,-0.0538,incompSexDistSel
