replicate,pop,gen,V4,selModel
10,STM,8,-0.2405,incompSel
10,STH,8,-0.1951,incompSel
10,STL,9,-0.1667,incompSel
10,STM,9,-0.2099,incompSel
10,STH,9,-0.0889,incompSel
10,STL,10,-0.1529,incompSel
10,STM,10,-0.0095,incompSel
10,STH,10,-0.0889,incompSel
10,STL,11,-0.1951,incompSel
10,STM,11,-0.1667,incompSel
10,STH,11,-0.0769,incompSel
10,STL,12,-0.1136,incompSel
10,STM,12,-0.0652,incompSel
10,STH,12,-0.0426,incompSel
10,STL,13,-0.0208,incompSel
10,STM,13,-0.0316,incompSel
10,STH,13,0,incompSel
10,STL,14,-0.0208,incompSel
10,STM,14,-0.0103,incompSel
10,STH,14,NaN,incompSel
10,STL,15,-0.0426,incompSel
10,STM,15,-0.0208,incompSel
10,STH,15,NaN,incompSel
10,STL,16,-0.0426,incompSel
10,STM,16,-0.0426,incompSel
10,STH,16,NaN,incompSel
10,STL,17,-0.0316,incompSel
10,STM,17,-0.0426,incompSel
10,STH,17,NaN,incompSel
10,STL,18,-0.0316,incompSel
10,STM,18,-0.0769,incompSel
10,STH,18,NaN,incompSel
10,STL,19,-0.0426,incompSel
10,STM,19,-0.0538,incompSel
10,STH,19,NaN,incompSel
10,STL,20,-0.0426,incompSel
10,STM,20,-0.0208,incompSel
10,STH,20,NaN,incompSel
11,STL,1,-1,incompSel
11,STM,1,-1,incompSel
11,STH,1,-1,incompSel
11,STL,2,-0.3469,incompSel
11,STM,2,-0.5312,incompSel
11,STH,2,-0.4848,incompSel
11,STL,3,-0.3611,incompSel
11,STM,3,-0.2804,incompSel
11,STH,3,-0.2405,incompSel
11,STL,4,-0.4412,incompSel
11,STM,4,-0.2379,incompSel
11,STH,4,-0.2099,incompSel
11,STL,5,-0.1354,incompSel
11,STM,5,-0.0146,incompSel
11,STH,5,-0.1395,incompSel
11,STL,6,-0.3243,incompSel
11,STM,6,-0.1964,incompSel
11,STH,6,-0.1529,incompSel
11,STL,7,-0.2895,incompSel
11,STM,7,-0.225,incompSel
11,STH,7,-0.1951,incompSel
11,STL,8,-0.1951,incompSel
11,STM,8,0.0375,incompSel
11,STH,8,-0.1529,incompSel
11,STL,9,-0.1136,incompSel
11,STM,9,0.0134,incompSel
11,STH,9,-0.1011,incompSel
11,STL,10,-0.0652,incompSel
11,STM,10,-0.1011,incompSel
11,STH,10,-0.1529,incompSel
11,STL,11,-0.0889,incompSel
11,STM,11,-0.0652,incompSel
11,STH,11,-0.1264,incompSel
11,STL,12,-0.0652,incompSel
11,STM,12,-0.0889,incompSel
11,STH,12,0.0375,incompSel
11,STL,13,-0.1264,incompSel
11,STM,13,-0.0652,incompSel
11,STH,13,-0.1667,incompSel
11,STL,14,-0.1011,incompSel
11,STM,14,-0.1395,incompSel
11,STH,14,-0.0889,incompSel
11,STL,15,-0.0769,incompSel
11,STM,15,-0.1667,incompSel
11,STH,15,-0.0889,incompSel
11,STL,16,-0.0769,incompSel
11,STM,16,-0.2564,incompSel
11,STH,16,-0.0889,incompSel
11,STL,17,-0.0208,incompSel
11,STM,17,-0.2099,incompSel
11,STH,17,-0.0208,incompSel
11,STL,18,-0.0103,incompSel
11,STM,18,-0.1529,incompSel
11,STH,18,-0.0316,incompSel
11,STL,19,-0.0316,incompSel
11,STM,19,-0.1011,incompSel
11,STH,19,0,incompSel
11,STL,20,-0.0316,incompSel
11,STM,20,-0.0769,incompSel
11,STH,20,-0.0103,incompSel
12,STL,1,-1,incompSel
12,STM,1,-1,incompSel
12,STH,1,-1,incompSel
12,STL,2,-0.3469,incompSel
12,STM,2,-0.5312,incompSel
12,STH,2,-0.4848,incompSel
12,STL,3,-0.3611,incompSel
12,STM,3,-0.2804,incompSel
12,STH,3,-0.2405,incompSel
12,STL,4,-0.4412,incompSel
12,STM,4,-0.2379,incompSel
12,STH,4,-0.2099,incompSel
12,STL,5,-0.1354,incompSel
12,STM,5,-0.0146,incompSel
12,STH,5,-0.1395,incompSel
12,STL,6,-0.3243,incompSel
12,STM,6,-0.1964,incompSel
12,STH,6,-0.1529,incompSel
12,STL,7,-0.2895,incompSel
12,STM,7,-0.225,incompSel
12,STH,7,-0.1951,incompSel
12,STL,8,-0.1951,incompSel
12,STM,8,0.0375,incompSel
12,STH,8,-0.1529,incompSel
12,STL,9,-0.1136,incompSel
12,STM,9,0.0134,incompSel
12,STH,9,-0.1011,incompSel
12,STL,10,-0.0652,incompSel
12,STM,10,-0.1011,incompSel
12,STH,10,-0.1529,incompSel
12,STL,11,-0.0889,incompSel
