replicate,pop,gen,disS,H0,selModel
26,STM,13,0.2,0.16,incompDisSexDistSel
26,STH,13,0.2,0.28,incompDisSexDistSel
26,STL,14,0.2,0.26,incompDisSexDistSel
26,STM,14,0.2,0.14,incompDisSexDistSel
26,STH,14,0.2,0.28,incompDisSexDistSel
26,STL,15,0.2,0.38,incompDisSexDistSel
26,STM,15,0.2,0.12,incompDisSexDistSel
26,STH,15,0.2,0.28,incompDisSexDistSel
26,STL,16,0.2,0.46,incompDisSexDistSel
26,STM,16,0.2,0.08,incompDisSexDistSel
26,STH,16,0.2,0.14,incompDisSexDistSel
26,STL,17,0.2,0.46,incompDisSexDistSel
26,STM,17,0.2,0.22,incompDisSexDistSel
26,STH,17,0.2,0.14,incompDisSexDistSel
26,STL,18,0.2,0.36,incompDisSexDistSel
26,STM,18,0.2,0.28,incompDisSexDistSel
26,STH,18,0.2,0.22,incompDisSexDistSel
26,STL,19,0.2,0.28,incompDisSexDistSel
26,STM,19,0.2,0.28,incompDisSexDistSel
26,STH,19,0.2,0.14,incompDisSexDistSel
26,STL,20,0.2,0.24,incompDisSexDistSel
26,STM,20,0.2,0.4,incompDisSexDistSel
26,STH,20,0.2,0.14,incompDisSexDistSel
27,STL,1,0.2,1,incompDisSexDistSel
27,STM,1,0.2,1,incompDisSexDistSel
27,STH,1,0.2,1,incompDisSexDistSel
27,STL,2,0.2,0.68,incompDisSexDistSel
27,STM,2,0.2,0.6,incompDisSexDistSel
27,STH,2,0.2,0.66,incompDisSexDistSel
27,STL,3,0.2,0.62,incompDisSexDistSel
27,STM,3,0.2,0.54,incompDisSexDistSel
27,STH,3,0.2,0.46,incompDisSexDistSel
27,STL,4,0.2,0.56,incompDisSexDistSel
27,STM,4,0.2,0.46,incompDisSexDistSel
27,STH,4,0.2,0.4,incompDisSexDistSel
27,STL,5,0.2,0.36,incompDisSexDistSel
27,STM,5,0.2,0.24,incompDisSexDistSel
27,STH,5,0.2,0.4,incompDisSexDistSel
27,STL,6,0.2,0.36,incompDisSexDistSel
27,STM,6,0.2,0.14,incompDisSexDistSel
27,STH,6,0.2,0.38,incompDisSexDistSel
27,STL,7,0.2,0.42,incompDisSexDistSel
27,STM,7,0.2,0.1,incompDisSexDistSel
27,STH,7,0.2,0.26,incompDisSexDistSel
27,STL,8,0.2,0.44,incompDisSexDistSel
27,STM,8,0.2,0.06,incompDisSexDistSel
27,STH,8,0.2,0.34,incompDisSexDistSel
27,STL,9,0.2,0.36,incompDisSexDistSel
27,STM,9,0.2,0.02,incompDisSexDistSel
27,STH,9,0.2,0.4,incompDisSexDistSel
27,STL,10,0.2,0.32,incompDisSexDistSel
27,STM,10,0.2,0,incompDisSexDistSel
27,STH,10,0.2,0.46,incompDisSexDistSel
27,STL,11,0.2,0.3,incompDisSexDistSel
27,STM,11,0.2,0,incompDisSexDistSel
27,STH,11,0.2,0.48,incompDisSexDistSel
27,STL,12,0.2,0.3,incompDisSexDistSel
27,STM,12,0.2,0,incompDisSexDistSel
27,STH,12,0.2,0.32,incompDisSexDistSel
27,STL,13,0.2,0.24,incompDisSexDistSel
27,STM,13,0.2,0,incompDisSexDistSel
27,STH,13,0.2,0.38,incompDisSexDistSel
27,STL,14,0.2,0.34,incompDisSexDistSel
27,STM,14,0.2,0,incompDisSexDistSel
27,STH,14,0.2,0.34,incompDisSexDistSel
27,STL,15,0.2,0.3,incompDisSexDistSel
27,STM,15,0.2,0,incompDisSexDistSel
27,STH,15,0.2,0.3,incompDisSexDistSel
27,STL,16,0.2,0.16,incompDisSexDistSel
27,STM,16,0.2,0,incompDisSexDistSel
27,STH,16,0.2,0.4,incompDisSexDistSel
27,STL,17,0.2,0.24,incompDisSexDistSel
27,STM,17,0.2,0,incompDisSexDistSel
27,STH,17,0.2,0.24,incompDisSexDistSel
27,STL,18,0.2,0.14,incompDisSexDistSel
27,STM,18,0.2,0,incompDisSexDistSel
27,STH,18,0.2,0.16,incompDisSexDistSel
27,STL,19,0.2,0.18,incompDisSexDistSel
27,STM,19,0.2,0,incompDisSexDistSel
27,STH,19,0.2,0.14,incompDisSexDistSel
27,STL,20,0.2,0.26,incompDisSexDistSel
27,STM,20,0.2,0,incompDisSexDistSel
27,STH,20,0.2,0.26,incompDisSexDistSel
28,STL,1,0.2,1,incompDisSexDistSel
28,STM,1,0.2,1,incompDisSexDistSel
28,STH,1,0.2,1,incompDisSexDistSel
28,STL,2,0.2,0.62,incompDisSexDistSel
28,STM,2,0.2,0.7,incompDisSexDistSel
28,STH,2,0.2,0.56,incompDisSexDistSel
28,STL,3,0.2,0.5,incompDisSexDistSel
28,STM,3,0.2,0.48,incompDisSexDistSel
28,STH,3,0.2,0.44,incompDisSexDistSel
28,STL,4,0.2,0.38,incompDisSexDistSel
28,STM,4,0.2,0.52,incompDisSexDistSel
28,STH,4,0.2,0.34,incompDisSexDistSel
28,STL,5,0.2,0.44,incompDisSexDistSel
28,STM,5,0.2,0.46,incompDisSexDistSel
28,STH,5,0.2,0.28,incompDisSexDistSel
28,STL,6,0.2,0.38,incompDisSexDistSel
28,STM,6,0.2,0.42,incompDisSexDistSel
28,STH,6,0.2,0.3,incompDisSexDistSel
28,STL,7,0.2,0.24,incompDisSexDistSel
28,STM,7,0.2,0.4,incompDisSexDistSel
28,STH,7,0.2,0.4,incompDisSexDistSel
28,STL,8,0.2,0.24,incompDisSexDistSel
28,STM,8,0.2,0.32,incompDisSexDistSel
28,STH,8,0.2,0.42,incompDisSexDistSel
28,STL,9,0.2,0.22,incompDisSexDistSel
28,STM,9,0.2,0.42,incompDisSexDistSel
28,STH,9,0.2,0.38,incompDisSexDistSel
28,STL,10,0.2,0.32,incompDisSexDistSel
28,STM,10,0.2,0.38,incompDisSexDistSel
28,STH,10,0.2,0.2,incompDisSexDistSel
28,STL,11,0.2,0.26,incompDisSexDistSel
28,STM,11,0.2,0.48,incompDisSexDistSel
28,STH,11,0.2,0.26,incompDisSexDistSel
28,STL,12,0.2,0.22,incompDisSexDistSel
28,STM,12,0.2,0.38,incompDisSexDistSel
28,STH,12,0.2,0.3,incompDisSexDistSel
28,STL,13,0.2,0.32,incompDisSexDistSel
28,STM,13,0.2,0.32,incompDisSexDistSel
28,STH,13,0.2,0.32,incompDisSexDistSel
28,STL,14,0.2,0.24,incompDisSexDistSel
28,STM,14,0.2,0.28,incompDisSexDistSel
28,STH,14,0.2,0.14,incompDisSexDistSel
28,STL,15,0.2,0.2,incompDisSexDistSel
28,STM,15,0.2,0.26,incompDisSexDistSel
28,STH,15,0.2,0.18,incompDisSexDistSel
28,STL,16,0.2,0.22,incompDisSexDistSel
28,STM,16,0.2,0.18,incompDisSexDistSel
28,STH,16,0.2,0.3,incompDisSexDistSel
28,STL,17,0.2,0.2,incompDisSexDistSel
28,STM,17,0.2,0.06,incompDisSexDistSel
28,STH,17,0.2,0.34,incompDisSexDistSel
28,STL,18,0.2,0.12,incompDisSexDistSel
28,STM,18,0.2,0,incompDisSexDistSel
28,STH,18,0.2,0.36,incompDisSexDistSel
28,STL,19,0.2,0.04,incompDisSexDistSel
28,STM,19,0.2,0,incompDisSexDistSel
28,STH,19,0.2,0.42,incompDisSexDistSel
28,STL,20,0.2,0.04,incompDisSexDistSel
28,STM,20,0.2,0,incompDisSexDistSel
28,STH,20,0.2,0.3,incompDisSexDistSel
29,STL,1,0.2,1,incompDisSexDistSel
29,STM,1,0.2,1,incompDisSexDistSel
29,STH,1,0.2,1,incompDisSexDistSel
29,STL,2,0.2,0.7,incompDisSexDistSel
29,STM,2,0.2,0.62,incompDisSexDistSel
29,STH,2,0.2,0.7,incompDisSexDistSel
29,STL,3,0.2,0.56,incompDisSexDistSel
29,STM,3,0.2,0.68,incompDisSexDistSel
29,STH,3,0.2,0.5,incompDisSexDistSel
29,STL,4,0.2,0.48,incompDisSexDistSel
29,STM,4,0.2,0.34,incompDisSexDistSel
29,STH,4,0.2,0.42,incompDisSexDistSel
29,STL,5,0.2,0.42,incompDisSexDistSel
29,STM,5,0.2,0.28,incompDisSexDistSel
29,STH,5,0.2,0.48,incompDisSexDistSel
29,STL,6,0.2,0.28,incompDisSexDistSel
29,STM,6,0.2,0.24,incompDisSexDistSel
29,STH,6,0.2,0.32,incompDisSexDistSel
29,STL,7,0.2,0.28,incompDisSexDistSel
29,STM,7,0.2,0.3,incompDisSexDistSel
29,STH,7,0.2,0.34,incompDisSexDistSel
29,STL,8,0.2,0.3,incompDisSexDistSel
29,STM,8,0.2,0.3,incompDisSexDistSel
29,STH,8,0.2,0.22,incompDisSexDistSel
29,STL,9,0.2,0.14,incompDisSexDistSel
29,STM,9,0.2,0.36,incompDisSexDistSel
29,STH,9,0.2,0.08,incompDisSexDistSel
29,STL,10,0.2,0.24,incompDisSexDistSel
29,STM,10,0.2,0.26,incompDisSexDistSel
29,STH,10,0.2,0.06,incompDisSexDistSel
29,STL,11,0.2,0.14,incompDisSexDistSel
29,STM,11,0.2,0.22,incompDisSexDistSel
29,STH,11,0.2,0.02,incompDisSexDistSel
29,STL,12,0.2,0.2,incompDisSexDistSel
29,STM,12,0.2,0.12,incompDisSexDistSel
29,STH,12,0.2,0,incompDisSexDistSel
29,STL,13,0.2,0.18,incompDisSexDistSel
29,STM,13,0.2,0.18,incompDisSexDistSel
29,STH,13,0.2,0,incompDisSexDistSel
29,STL,14,0.2,0.14,incompDisSexDistSel
29,STM,14,0.2,0.14,incompDisSexDistSel
29,STH,14,0.2,0,incompDisSexDistSel
29,STL,15,0.2,0.14,incompDisSexDistSel
29,STM,15,0.2,0.18,incompDisSexDistSel
29,STH,15,0.2,0,incompDisSexDistSel
29,STL,16,0.2,0.08,incompDisSexDistSel
29,STM,16,0.2,0.16,incompDisSexDistSel
29,STH,16,0.2,0,incompDisSexDistSel
29,STL,17,0.2,0.06,incompDisSexDistSel
29,STM,17,0.2,0.26,incompDisSexDistSel
29,STH,17,0.2,0,incompDisSexDistSel
29,STL,18,0.2,0,incompDisSexDistSel
29,STM,18,0.2,0.26,incompDisSexDistSel
29,STH,18,0.2,0,incompDisSexDistSel
29,STL,19,0.2,0,incompDisSexDistSel
29,STM,19,0.2,0.18,incompDisSexDistSel
29,STH,19,0.2,0,incompDisSexDistSel
29,STL,20,0.2,0,incompDisSexDistSel
29,STM,20,0.2,0.1,incompDisSexDistSel
29,STH,20,0.2,0,incompDisSexDistSel
30,STL,1,0.2,1,incompDisSexDistSel
30,STM,1,0.2,1,incompDisSexDistSel
30,STH,1,0.2,1,incompDisSexDistSel
30,STL,2,0.2,0.62,incompDisSexDistSel
30,STM,2,0.2,0.58,incompDisSexDistSel
30,STH,2,0.2,0.62,incompDisSexDistSel
30,STL,3,0.2,0.66,incompDisSexDistSel
30,STM,3,0.2,0.46,incompDisSexDistSel
30,STH,3,0.2,0.5,incompDisSexDistSel
30,STL,4,0.2,0.42,incompDisSexDistSel
30,STM,4,0.2,0.5,incompDisSexDistSel
30,STH,4,0.2,0.34,incompDisSexDistSel
30,STL,5,0.2,0.34,incompDisSexDistSel
30,STM,5,0.2,0.36,incompDisSexDistSel
30,STH,5,0.2,0.3,incompDisSexDistSel
30,STL,6,0.2,0.26,incompDisSexDistSel
30,STM,6,0.2,0.28,incompDisSexDistSel
30,STH,6,0.2,0.36,incompDisSexDistSel
30,STL,7,0.2,0.28,incompDisSexDistSel
30,STM,7,0.2,0.24,incompDisSexDistSel
30,STH,7,0.2,0.3,incompDisSexDistSel
30,STL,8,0.2,0.16,incompDisSexDistSel
30,STM,8,0.2,0.16,incompDisSexDistSel
30,STH,8,0.2,0.34,incompDisSexDistSel
30,STL,9,0.2,0.2,incompDisSexDistSel
30,STM,9,0.2,0.18,incompDisSexDistSel
30,STH,9,0.2,0.34,incompDisSexDistSel
30,STL,10,0.2,0.36,incompDisSexDistSel
30,STM,10,0.2,0.22,incompDisSexDistSel
30,STH,10,0.2,0.3,incompDisSexDistSel
30,STL,11,0.2,0.38,incompDisSexDistSel
30,STM,11,0.2,0.3,incompDisSexDistSel
30,STH,11,0.2,0.32,incompDisSexDistSel
30,STL,12,0.2,0.32,incompDisSexDistSel
30,STM,12,0.2,0.4,incompDisSexDistSel
30,STH,12,0.2,0.32,incompDisSexDistSel
30,STL,13,0.2,0.28,incompDisSexDistSel
30,STM,13,0.2,0.26,incompDisSexDistSel
30,STH,13,0.2,0.38,incompDisSexDistSel
30,STL,14,0.2,0.18,incompDisSexDistSel
30,STM,14,0.2,0.36,incompDisSexDistSel
30,STH,14,0.2,0.38,incompDisSexDistSel
30,STL,15,0.2,0.1,incompDisSexDistSel
30,STM,15,0.2,0.3,incompDisSexDistSel
30,STH,15,0.2,0.46,incompDisSexDistSel
30,STL,16,0.2,0.08,incompDisSexDistSel
30,STM,16,0.2,0.18,incompDisSexDistSel
30,STH,16,0.2,0.48,incompDisSexDistSel
30,STL,17,0.2,0,incompDisSexDistSel
30,STM,17,0.2,0.08,incompDisSexDistSel
30,STH,17,0.2,0.52,incompDisSexDistSel
30,STL,18,0.2,0,incompDisSexDistSel
30,STM,18,0.2,0.02,incompDisSexDistSel
30,STH,18,0.2,0.3,incompDisSexDistSel
30,STL,19,0.2,0,incompDisSexDistSel
30,STM,19,0.2,0.16,incompDisSexDistSel
30,STH,19,0.2,0.22,incompDisSexDistSel
30,STL,20,0.2,0,incompDisSexDistSel
30,STM,20,0.2,0.2,incompDisSexDistSel
30,STH,20,0.2,0.34,incompDisSexDistSel
31,STL,1,0.2,1,incompDisSexDistSel
31,STM,1,0.2,1,incompDisSexDistSel
31,STH,1,0.2,1,incompDisSexDistSel
31,STL,2,0.2,0.68,incompDisSexDistSel
31,STM,2,0.2,0.64,incompDisSexDistSel
31,STH,2,0.2,0.64,incompDisSexDistSel
31,STL,3,0.2,0.62,incompDisSexDistSel
31,STM,3,0.2,0.62,incompDisSexDistSel
31,STH,3,0.2,0.62,incompDisSexDistSel
31,STL,4,0.2,0.5,incompDisSexDistSel
31,STM,4,0.2,0.42,incompDisSexDistSel
31,STH,4,0.2,0.76,incompDisSexDistSel
31,STL,5,0.2,0.38,incompDisSexDistSel
31,STM,5,0.2,0.32,incompDisSexDistSel
31,STH,5,0.2,0.68,incompDisSexDistSel
31,STL,6,0.2,0.24,incompDisSexDistSel
31,STM,6,0.2,0.28,incompDisSexDistSel
31,STH,6,0.2,0.66,incompDisSexDistSel
31,STL,7,0.2,0.24,incompDisSexDistSel
31,STM,7,0.2,0.12,incompDisSexDistSel
31,STH,7,0.2,0.64,incompDisSexDistSel
31,STL,8,0.2,0.32,incompDisSexDistSel
31,STM,8,0.2,0.08,incompDisSexDistSel
31,STH,8,0.2,0.52,incompDisSexDistSel
31,STL,9,0.2,0.06,incompDisSexDistSel
31,STM,9,0.2,0.06,incompDisSexDistSel
31,STH,9,0.2,0.42,incompDisSexDistSel
31,STL,10,0.2,0.1,incompDisSexDistSel
31,STM,10,0.2,0.06,incompDisSexDistSel
31,STH,10,0.2,0.38,incompDisSexDistSel
31,STL,11,0.2,0.18,incompDisSexDistSel
31,STM,11,0.2,0.14,incompDisSexDistSel
31,STH,11,0.2,0.22,incompDisSexDistSel
31,STL,12,0.2,0.12,incompDisSexDistSel
31,STM,12,0.2,0.22,incompDisSexDistSel
31,STH,12,0.2,0.24,incompDisSexDistSel
31,STL,13,0.2,0.08,incompDisSexDistSel
31,STM,13,0.2,0.18,incompDisSexDistSel
31,STH,13,0.2,0.38,incompDisSexDistSel
31,STL,14,0.2,0.12,incompDisSexDistSel
31,STM,14,0.2,0.1,incompDisSexDistSel
31,STH,14,0.2,0.3,incompDisSexDistSel
31,STL,15,0.2,0.1,incompDisSexDistSel
31,STM,15,0.2,0.1,incompDisSexDistSel
31,STH,15,0.2,0.42,incompDisSexDistSel
31,STL,16,0.2,0.02,incompDisSexDistSel
31,STM,16,0.2,0.12,incompDisSexDistSel
31,STH,16,0.2,0.32,incompDisSexDistSel
31,STL,17,0.2,0.08,incompDisSexDistSel
31,STM,17,0.2,0.14,incompDisSexDistSel
31,STH,17,0.2,0.32,incompDisSexDistSel
31,STL,18,0.2,0.06,incompDisSexDistSel
31,STM,18,0.2,0.14,incompDisSexDistSel
31,STH,18,0.2,0.18,incompDisSexDistSel
31,STL,19,0.2,0.08,incompDisSexDistSel
31,STM,19,0.2,0.1,incompDisSexDistSel
31,STH,19,0.2,0.12,incompDisSexDistSel
31,STL,20,0.2,0.12,incompDisSexDistSel
31,STM,20,0.2,0.12,incompDisSexDistSel
31,STH,20,0.2,0.02,incompDisSexDistSel
32,STL,1,0.2,1,incompDisSexDistSel
32,STM,1,0.2,1,incompDisSexDistSel
32,STH,1,0.2,1,incompDisSexDistSel
32,STL,2,0.2,0.58,incompDisSexDistSel
32,STM,2,0.2,0.72,incompDisSexDistSel
32,STH,2,0.2,0.64,incompDisSexDistSel
32,STL,3,0.2,0.44,incompDisSexDistSel
32,STM,3,0.2,0.54,incompDisSexDistSel
32,STH,3,0.2,0.4,incompDisSexDistSel
32,STL,4,0.2,0.44,incompDisSexDistSel
32,STM,4,0.2,0.52,incompDisSexDistSel
32,STH,4,0.2,0.28,incompDisSexDistSel
32,STL,5,0.2,0.38,incompDisSexDistSel
32,STM,5,0.2,0.38,incompDisSexDistSel
32,STH,5,0.2,0.18,incompDisSexDistSel
32,STL,6,0.2,0.5,incompDisSexDistSel
32,STM,6,0.2,0.2,incompDisSexDistSel
32,STH,6,0.2,0.2,incompDisSexDistSel
32,STL,7,0.2,0.48,incompDisSexDistSel
32,STM,7,0.2,0.2,incompDisSexDistSel
32,STH,7,0.2,0.24,incompDisSexDistSel
32,STL,8,0.2,0.3,incompDisSexDistSel
32,STM,8,0.2,0.08,incompDisSexDistSel
32,STH,8,0.2,0.3,incompDisSexDistSel
32,STL,9,0.2,0.24,incompDisSexDistSel
32,STM,9,0.2,0.08,incompDisSexDistSel
32,STH,9,0.2,0.36,incompDisSexDistSel
32,STL,10,0.2,0.2,incompDisSexDistSel
32,STM,10,0.2,0.14,incompDisSexDistSel
32,STH,10,0.2,0.4,incompDisSexDistSel
32,STL,11,0.2,0.08,incompDisSexDistSel
32,STM,11,0.2,0.18,incompDisSexDistSel
32,STH,11,0.2,0.38,incompDisSexDistSel
32,STL,12,0.2,0.06,incompDisSexDistSel
32,STM,12,0.2,0.12,incompDisSexDistSel
32,STH,12,0.2,0.32,incompDisSexDistSel
32,STL,13,0.2,0.08,incompDisSexDistSel
32,STM,13,0.2,0.14,incompDisSexDistSel
32,STH,13,0.2,0.42,incompDisSexDistSel
32,STL,14,0.2,0.14,incompDisSexDistSel
32,STM,14,0.2,0.2,incompDisSexDistSel
32,STH,14,0.2,0.44,incompDisSexDistSel
32,STL,15,0.2,0.16,incompDisSexDistSel
32,STM,15,0.2,0.18,incompDisSexDistSel
32,STH,15,0.2,0.38,incompDisSexDistSel
32,STL,16,0.2,0.24,incompDisSexDistSel
32,STM,16,0.2,0.2,incompDisSexDistSel
32,STH,16,0.2,0.46,incompDisSexDistSel
32,STL,17,0.2,0.2,incompDisSexDistSel
32,STM,17,0.2,0.26,incompDisSexDistSel
32,STH,17,0.2,0.26,incompDisSexDistSel
32,STL,18,0.2,0.18,incompDisSexDistSel
32,STM,18,0.2,0.24,incompDisSexDistSel
32,STH,18,0.2,0.26,incompDisSexDistSel
32,STL,19,0.2,0.24,incompDisSexDistSel
32,STM,19,0.2,0.28,incompDisSexDistSel
32,STH,19,0.2,0.24,incompDisSexDistSel
32,STL,20,0.2,0.12,incompDisSexDistSel
32,STM,20,0.2,0.24,incompDisSexDistSel
32,STH,20,0.2,0.28,incompDisSexDistSel
33,STL,1,0.2,1,incompDisSexDistSel
33,STM,1,0.2,1,incompDisSexDistSel
33,STH,1,0.2,1,incompDisSexDistSel
33,STL,2,0.2,0.6,incompDisSexDistSel
33,STM,2,0.2,0.64,incompDisSexDistSel
33,STH,2,0.2,0.62,incompDisSexDistSel
33,STL,3,0.2,0.36,incompDisSexDistSel
33,STM,3,0.2,0.48,incompDisSexDistSel
33,STH,3,0.2,0.46,incompDisSexDistSel
33,STL,4,0.2,0.2,incompDisSexDistSel
33,STM,4,0.2,0.3,incompDisSexDistSel
33,STH,4,0.2,0.26,incompDisSexDistSel
33,STL,5,0.2,0.18,incompDisSexDistSel
33,STM,5,0.2,0.2,incompDisSexDistSel
33,STH,5,0.2,0.14,incompDisSexDistSel
33,STL,6,0.2,0.1,incompDisSexDistSel
33,STM,6,0.2,0.2,incompDisSexDistSel
33,STH,6,0.2,0.08,incompDisSexDistSel
33,STL,7,0.2,0.08,incompDisSexDistSel
33,STM,7,0.2,0.24,incompDisSexDistSel
33,STH,7,0.2,0.06,incompDisSexDistSel
33,STL,8,0.2,0,incompDisSexDistSel
33,STM,8,0.2,0.18,incompDisSexDistSel
33,STH,8,0.2,0,incompDisSexDistSel
33,STL,9,0.2,0,incompDisSexDistSel
33,STM,9,0.2,0.2,incompDisSexDistSel
33,STH,9,0.2,0,incompDisSexDistSel
33,STL,10,0.2,0,incompDisSexDistSel
33,STM,10,0.2,0.2,incompDisSexDistSel
33,STH,10,0.2,0,incompDisSexDistSel
33,STL,11,0.2,0,incompDisSexDistSel
33,STM,11,0.2,0.16,incompDisSexDistSel
33,STH,11,0.2,0,incompDisSexDistSel
33,STL,12,0.2,0,incompDisSexDistSel
33,STM,12,0.2,0.12,incompDisSexDistSel
33,STH,12,0.2,0,incompDisSexDistSel
33,STL,13,0.2,0,incompDisSexDistSel
33,STM,13,0.2,0.18,incompDisSexDistSel
33,STH,13,0.2,0,incompDisSexDistSel
33,STL,14,0.2,0,incompDisSexDistSel
33,STM,14,0.2,0.14,incompDisSexDistSel
33,STH,14,0.2,0,incompDisSexDistSel
33,STL,15,0.2,0,incompDisSexDistSel
33,STM,15,0.2,0.14,incompDisSexDistSel
33,STH,15,0.2,0,incompDisSexDistSel
33,STL,16,0.2,0,incompDisSexDistSel
33,STM,16,0.2,0.08,incompDisSexDistSel
33,STH,16,0.2,0,incompDisSexDistSel
33,STL,17,0.2,0,incompDisSexDistSel
33,STM,17,0.2,0.1,incompDisSexDistSel
33,STH,17,0.2,0,incompDisSexDistSel
33,STL,18,0.2,0,incompDisSexDistSel
33,STM,18,0.2,0.08,incompDisSexDistSel
33,STH,18,0.2,0,incompDisSexDistSel
33,STL,19,0.2,0,incompDisSexDistSel
33,STM,19,0.2,0.04,incompDisSexDistSel
33,STH,19,0.2,0,incompDisSexDistSel
33,STL,20,0.2,0,incompDisSexDistSel
33,STM,20,0.2,0.04,incompDisSexDistSel
33,STH,20,0.2,0,incompDisSexDistSel
34,STL,1,0.2,1,incompDisSexDistSel
34,STM,1,0.2,1,incompDisSexDistSel
34,STH,1,0.2,1,incompDisSexDistSel
34,STL,2,0.2,0.66,incompDisSexDistSel
34,STM,2,0.2,0.6,incompDisSexDistSel
34,STH,2,0.2,0.72,incompDisSexDistSel
34,STL,3,0.2,0.56,incompDisSexDistSel
34,STM,3,0.2,0.56,incompDisSexDistSel
34,STH,3,0.2,0.58,incompDisSexDistSel
34,STL,4,0.2,0.38,incompDisSexDistSel
34,STM,4,0.2,0.48,incompDisSexDistSel
34,STH,4,0.2,0.42,incompDisSexDistSel
34,STL,5,0.2,0.24,incompDisSexDistSel
34,STM,5,0.2,0.28,incompDisSexDistSel
34,STH,5,0.2,0.28,incompDisSexDistSel
34,STL,6,0.2,0.08,incompDisSexDistSel
34,STM,6,0.2,0.28,incompDisSexDistSel
34,STH,6,0.2,0.24,incompDisSexDistSel
34,STL,7,0.2,0.06,incompDisSexDistSel
34,STM,7,0.2,0.46,incompDisSexDistSel
34,STH,7,0.2,0.24,incompDisSexDistSel
34,STL,8,0.2,0.12,incompDisSexDistSel
34,STM,8,0.2,0.46,incompDisSexDistSel
34,STH,8,0.2,0.26,incompDisSexDistSel
34,STL,9,0.2,0.08,incompDisSexDistSel
34,STM,9,0.2,0.44,incompDisSexDistSel
34,STH,9,0.2,0.12,incompDisSexDistSel
34,STL,10,0.2,0,incompDisSexDistSel
34,STM,10,0.2,0.42,incompDisSexDistSel
34,STH,10,0.2,0.06,incompDisSexDistSel
34,STL,11,0.2,0,incompDisSexDistSel
34,STM,11,0.2,0.4,incompDisSexDistSel
34,STH,11,0.2,0.04,incompDisSexDistSel
34,STL,12,0.2,0,incompDisSexDistSel
34,STM,12,0.2,0.28,incompDisSexDistSel
34,STH,12,0.2,0.08,incompDisSexDistSel
34,STL,13,0.2,0,incompDisSexDistSel
34,STM,13,0.2,0.24,incompDisSexDistSel
34,STH,13,0.2,0.04,incompDisSexDistSel
34,STL,14,0.2,0,incompDisSexDistSel
34,STM,14,0.2,0.14,incompDisSexDistSel
34,STH,14,0.2,0.04,incompDisSexDistSel
34,STL,15,0.2,0,incompDisSexDistSel
34,STM,15,0.2,0.14,incompDisSexDistSel
34,STH,15,0.2,0,incompDisSexDistSel
34,STL,16,0.2,0,incompDisSexDistSel
34,STM,16,0.2,0.16,incompDisSexDistSel
34,STH,16,0.2,0,incompDisSexDistSel
34,STL,17,0.2,0,incompDisSexDistSel
34,STM,17,0.2,0.12,incompDisSexDistSel
34,STH,17,0.2,0,incompDisSexDistSel
34,STL,18,0.2,0,incompDisSexDistSel
34,STM,18,0.2,0.1,incompDisSexDistSel
34,STH,18,0.2,0,incompDisSexDistSel
34,STL,19,0.2,0,incompDisSexDistSel
34,STM,19,0.2,0.06,incompDisSexDistSel
34,STH,19,0.2,0,incompDisSexDistSel
34,STL,20,0.2,0,incompDisSexDistSel
34,STM,20,0.2,0.04,incompDisSexDistSel
34,STH,20,0.2,0,incompDisSexDistSel
35,STL,1,0.2,1,incompDisSexDistSel
35,STM,1,0.2,1,incompDisSexDistSel
35,STH,1,0.2,1,incompDisSexDistSel
35,STL,2,0.2,0.6,incompDisSexDistSel
35,STM,2,0.2,0.68,incompDisSexDistSel
35,STH,2,0.2,0.58,incompDisSexDistSel
35,STL,3,0.2,0.58,incompDisSexDistSel
35,STM,3,0.2,0.6,incompDisSexDistSel
35,STH,3,0.2,0.48,incompDisSexDistSel
35,STL,4,0.2,0.42,incompDisSexDistSel
35,STM,4,0.2,0.56,incompDisSexDistSel
35,STH,4,0.2,0.36,incompDisSexDistSel
35,STL,5,0.2,0.26,incompDisSexDistSel
35,STM,5,0.2,0.58,incompDisSexDistSel
35,STH,5,0.2,0.34,incompDisSexDistSel
35,STL,6,0.2,0.22,incompDisSexDistSel
35,STM,6,0.2,0.56,incompDisSexDistSel
35,STH,6,0.2,0.36,incompDisSexDistSel
35,STL,7,0.2,0.14,incompDisSexDistSel
35,STM,7,0.2,0.42,incompDisSexDistSel
35,STH,7,0.2,0.28,incompDisSexDistSel
35,STL,8,0.2,0.12,incompDisSexDistSel
35,STM,8,0.2,0.34,incompDisSexDistSel
35,STH,8,0.2,0.3,incompDisSexDistSel
35,STL,9,0.2,0.1,incompDisSexDistSel
35,STM,9,0.2,0.28,incompDisSexDistSel
35,STH,9,0.2,0.32,incompDisSexDistSel
35,STL,10,0.2,0.18,incompDisSexDistSel
35,STM,10,0.2,0.2,incompDisSexDistSel
35,STH,10,0.2,0.32,incompDisSexDistSel
35,STL,11,0.2,0.2,incompDisSexDistSel
35,STM,11,0.2,0.16,incompDisSexDistSel
35,STH,11,0.2,0.22,incompDisSexDistSel
35,STL,12,0.2,0.34,incompDisSexDistSel
35,STM,12,0.2,0.14,incompDisSexDistSel
35,STH,12,0.2,0.24,incompDisSexDistSel
35,STL,13,0.2,0.36,incompDisSexDistSel
35,STM,13,0.2,0.24,incompDisSexDistSel
35,STH,13,0.2,0.3,incompDisSexDistSel
35,STL,14,0.2,0.08,incompDisSexDistSel
35,STM,14,0.2,0.14,incompDisSexDistSel
35,STH,14,0.2,0.2,incompDisSexDistSel
