replicate,pop,gen,prefS,H0,selModel
5,STM,1,0.4,1,hetGenWidePref
5,STH,1,0.4,1,hetGenWidePref
5,STL,2,0.4,0.6,hetGenWidePref
5,STM,2,0.4,0.6,hetGenWidePref
5,STH,2,0.4,0.84,hetGenWidePref
5,STL,3,0.4,0.54,hetGenWidePref
5,STM,3,0.4,0.54,hetGenWidePref
5,STH,3,0.4,0.66,hetGenWidePref
5,STL,4,0.4,0.5,hetGenWidePref
5,STM,4,0.4,0.4,hetGenWidePref
5,STH,4,0.4,0.58,hetGenWidePref
5,STL,5,0.4,0.36,hetGenWidePref
5,STM,5,0.4,0.42,hetGenWidePref
5,STH,5,0.4,0.52,hetGenWidePref
5,STL,6,0.4,0.16,hetGenWidePref
5,STM,6,0.4,0.38,hetGenWidePref
5,STH,6,0.4,0.44,hetGenWidePref
5,STL,7,0.4,0.14,hetGenWidePref
5,STM,7,0.4,0.26,hetGenWidePref
5,STH,7,0.4,0.28,hetGenWidePref
5,STL,8,0.4,0.14,hetGenWidePref
5,STM,8,0.4,0.16,hetGenWidePref
5,STH,8,0.4,0.28,hetGenWidePref
5,STL,9,0.4,0.22,hetGenWidePref
5,STM,9,0.4,0.14,hetGenWidePref
5,STH,9,0.4,0.2,hetGenWidePref
5,STL,10,0.4,0.2,hetGenWidePref
5,STM,10,0.4,0.16,hetGenWidePref
5,STH,10,0.4,0.18,hetGenWidePref
5,STL,11,0.4,0.26,hetGenWidePref
5,STM,11,0.4,0.16,hetGenWidePref
5,STH,11,0.4,0.1,hetGenWidePref
5,STL,12,0.4,0.36,hetGenWidePref
5,STM,12,0.4,0.22,hetGenWidePref
5,STH,12,0.4,0.06,hetGenWidePref
5,STL,13,0.4,0.38,hetGenWidePref
5,STM,13,0.4,0.12,hetGenWidePref
5,STH,13,0.4,0.08,hetGenWidePref
5,STL,14,0.4,0.36,hetGenWidePref
5,STM,14,0.4,0.08,hetGenWidePref
5,STH,14,0.4,0.06,hetGenWidePref
5,STL,15,0.4,0.18,hetGenWidePref
5,STM,15,0.4,0.08,hetGenWidePref
5,STH,15,0.4,0.06,hetGenWidePref
5,STL,16,0.4,0.28,hetGenWidePref
5,STM,16,0.4,0.12,hetGenWidePref
5,STH,16,0.4,0.12,hetGenWidePref
5,STL,17,0.4,0.28,hetGenWidePref
5,STM,17,0.4,0.12,hetGenWidePref
5,STH,17,0.4,0.14,hetGenWidePref
5,STL,18,0.4,0.26,hetGenWidePref
5,STM,18,0.4,0.02,hetGenWidePref
5,STH,18,0.4,0.16,hetGenWidePref
5,STL,19,0.4,0.26,hetGenWidePref
5,STM,19,0.4,0,hetGenWidePref
5,STH,19,0.4,0.1,hetGenWidePref
5,STL,20,0.4,0.34,hetGenWidePref
5,STM,20,0.4,0,hetGenWidePref
5,STH,20,0.4,0.12,hetGenWidePref
6,STL,1,0.4,1,hetGenWidePref
6,STM,1,0.4,1,hetGenWidePref
6,STH,1,0.4,1,hetGenWidePref
6,STL,2,0.4,0.6,hetGenWidePref
6,STM,2,0.4,0.66,hetGenWidePref
6,STH,2,0.4,0.66,hetGenWidePref
6,STL,3,0.4,0.42,hetGenWidePref
6,STM,3,0.4,0.58,hetGenWidePref
6,STH,3,0.4,0.6,hetGenWidePref
6,STL,4,0.4,0.32,hetGenWidePref
6,STM,4,0.4,0.48,hetGenWidePref
6,STH,4,0.4,0.46,hetGenWidePref
6,STL,5,0.4,0.26,hetGenWidePref
6,STM,5,0.4,0.36,hetGenWidePref
6,STH,5,0.4,0.44,hetGenWidePref
6,STL,6,0.4,0.18,hetGenWidePref
6,STM,6,0.4,0.24,hetGenWidePref
6,STH,6,0.4,0.28,hetGenWidePref
6,STL,7,0.4,0.12,hetGenWidePref
6,STM,7,0.4,0.26,hetGenWidePref
6,STH,7,0.4,0.2,hetGenWidePref
6,STL,8,0.4,0.16,hetGenWidePref
6,STM,8,0.4,0.26,hetGenWidePref
6,STH,8,0.4,0.2,hetGenWidePref
6,STL,9,0.4,0.1,hetGenWidePref
6,STM,9,0.4,0.22,hetGenWidePref
6,STH,9,0.4,0.18,hetGenWidePref
6,STL,10,0.4,0.1,hetGenWidePref
